preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-5.770885467529297,66985530,distilbert-base-uncased
A top,is a toy.,top,toy,2,-14.240467071533203,66985530,distilbert-base-uncased
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-4.9330854415893555,66985530,distilbert-base-uncased
A toy soldier,is a toy.,toy soldier,toy,4,-3.8955078125,66985530,distilbert-base-uncased
A yo-yo,is a toy.,yo-yo,toy,5,-6.255623817443848,66985530,distilbert-base-uncased
A block,is a toy.,block,toy,6,-12.957019805908203,66985530,distilbert-base-uncased
Marbles,are toys.,marbles,toy,7,-15.069509029388428,66985530,distilbert-base-uncased
A rattle,is a toy.,rattle,toy,8,-7.574253082275391,66985530,distilbert-base-uncased
A stuffed animal,is a toy.,stuffed animal,toy,9,-5.24375057220459,66985530,distilbert-base-uncased
A water pistol,is a toy.,water pistol,toy,10,-12.250990867614746,66985530,distilbert-base-uncased
A teddy bear,is a toy.,teddy bear,toy,11,-3.514378547668457,66985530,distilbert-base-uncased
A rocking horse,is a toy.,rocking horse,toy,12,-7.698488235473633,66985530,distilbert-base-uncased
A doll house,is a toy.,doll house,toy,13,-6.162805557250977,66985530,distilbert-base-uncased
A ball,is a toy.,ball,toy,14,-8.054139137268066,66985530,distilbert-base-uncased
Jacks,are toys.,jacks,toy,15,-11.546058177947998,66985530,distilbert-base-uncased
Paper dolls,are toys.,paper dolls,toy,16,-7.321646690368652,66985530,distilbert-base-uncased
An erector set,is a toy.,erector set,toy,17,-10.836814880371094,66985530,distilbert-base-uncased
A hula hoop,is a toy.,hula hoop,toy,18,-6.263253211975098,66985530,distilbert-base-uncased
A jump rope,is a toy.,jump rope,toy,19,-8.661755561828613,66985530,distilbert-base-uncased
A pogo stick,is a toy.,pogo stick,toy,20,-3.793290138244629,66985530,distilbert-base-uncased
A clay,is a toy.,clay,toy,21,-11.083559036254883,66985530,distilbert-base-uncased
A wagon,is a toy.,wagon,toy,22,-10.224951267242432,66985530,distilbert-base-uncased
A kite,is a toy.,kite,toy,23,-7.653593063354492,66985530,distilbert-base-uncased
A train,is a toy.,train,toy,24,-12.117430210113525,66985530,distilbert-base-uncased
A tricycle,is a toy.,tricycle,toy,25,-7.370222568511963,66985530,distilbert-base-uncased
A coloring book,is a toy.,coloring book,toy,26,-9.639252185821533,66985530,distilbert-base-uncased
Crayons,are toys.,crayons,toy,27,-11.509292602539062,66985530,distilbert-base-uncased
A truck,is a toy.,truck,toy,28,-9.853626728057861,66985530,distilbert-base-uncased
A puzzle,is a toy.,puzzle,toy,29,-10.66924524307251,66985530,distilbert-base-uncased
A fire engine,is a toy.,fire engine,toy,30,-10.589966297149658,66985530,distilbert-base-uncased
A balloon,is a toy.,balloon,toy,31,-6.662134170532227,66985530,distilbert-base-uncased
Skates,are toys.,skates,toy,32,-13.584346771240234,66985530,distilbert-base-uncased
A baseball,is a toy.,baseball,toy,33,-7.03024435043335,66985530,distilbert-base-uncased
A drum,is a toy.,drum,toy,34,-9.225231170654297,66985530,distilbert-base-uncased
A football,is a toy.,football,toy,35,-8.569891452789307,66985530,distilbert-base-uncased
A game,is a toy.,game,toy,36,-10.454702854156494,66985530,distilbert-base-uncased
A swing,is a toy.,swing,toy,37,-9.698679447174072,66985530,distilbert-base-uncased
A boat,is a toy.,boat,toy,38,-11.024493217468262,66985530,distilbert-base-uncased
A monopoly,is a toy.,monopoly,toy,39,-13.09664535522461,66985530,distilbert-base-uncased
A sled,is a toy.,sled,toy,40,-9.463558197021484,66985530,distilbert-base-uncased
A seesaw,is a toy.,seesaw,toy,41,-7.743274688720703,66985530,distilbert-base-uncased
Stilts,are toys.,stilts,toy,42,-13.403024673461914,66985530,distilbert-base-uncased
Checkers,are toys.,checkers,toy,43,-15.41541337966919,66985530,distilbert-base-uncased
A bat,is a toy.,bat,toy,44,-7.895537376403809,66985530,distilbert-base-uncased
A car,is a toy.,car,toy,45,-7.067294120788574,66985530,distilbert-base-uncased
An airplane,is a toy.,airplane,toy,46,-10.152189254760742,66985530,distilbert-base-uncased
A bicycle,is a toy.,bicycle,toy,47,-8.173494338989258,66985530,distilbert-base-uncased
A tractor,is a toy.,tractor,toy,48,-8.011975288391113,66985530,distilbert-base-uncased
A sandbox,is a toy.,sandbox,toy,49,-7.97191858291626,66985530,distilbert-base-uncased
A bike,is a toy.,bike,toy,50,-8.13339900970459,66985530,distilbert-base-uncased
A bow and arrow,is a toy.,bow and arrow,toy,51,-8.468875885009766,66985530,distilbert-base-uncased
A rope,is a toy.,rope,toy,52,-9.288179874420166,66985530,distilbert-base-uncased
Dishes,are toys.,dishes,toy,53,-16.12992000579834,66985530,distilbert-base-uncased
Cards,are toys.,cards,toy,54,-14.827901840209961,66985530,distilbert-base-uncased
A mitt,is a toy.,mitt,toy,55,-7.632323265075684,66985530,distilbert-base-uncased
A horse,is a toy.,horse,toy,56,-8.100884437561035,66985530,distilbert-base-uncased
A gun,is a toy.,gun,toy,57,-9.255105018615723,66985530,distilbert-base-uncased
Animals,are toys.,animals,toy,58,-12.319257259368896,66985530,distilbert-base-uncased
A tennis racket,is a toy.,tennis racket,toy,59,-8.874576568603516,66985530,distilbert-base-uncased
Books,are toys.,books,toy,60,-17.228360176086426,66985530,distilbert-base-uncased
A robin,is a bird.,robin,bird,1,-3.8569116592407227,66985530,distilbert-base-uncased
A sparrow,is a bird.,sparrow,bird,2,-1.2145347595214844,66985530,distilbert-base-uncased
A bluejay,is a bird.,bluejay,bird,3,-3.6233863830566406,66985530,distilbert-base-uncased
A bluebird,is a bird.,bluebird,bird,4,-1.5175085067749023,66985530,distilbert-base-uncased
A canary,is a bird.,canary,bird,5,-2.911149024963379,66985530,distilbert-base-uncased
A blackbird,is a bird.,blackbird,bird,6,-1.14190673828125,66985530,distilbert-base-uncased
A dove,is a bird.,dove,bird,7,-2.2397842407226562,66985530,distilbert-base-uncased
A lark,is a bird.,lark,bird,8,-2.915459632873535,66985530,distilbert-base-uncased
A swallow,is a bird.,swallow,bird,9,-2.8454198837280273,66985530,distilbert-base-uncased
A parakeet,is a bird.,parakeet,bird,10,-2.3952159881591797,66985530,distilbert-base-uncased
An oriole,is a bird.,oriole,bird,11,-4.4687652587890625,66985530,distilbert-base-uncased
A mockingbird,is a bird.,mockingbird,bird,12,-1.5586938858032227,66985530,distilbert-base-uncased
A redbird,is a bird.,redbird,bird,13,-1.2813129425048828,66985530,distilbert-base-uncased
A wren,is a bird.,wren,bird,14,-2.7341556549072266,66985530,distilbert-base-uncased
A finch,is a bird.,finch,bird,15,-3.1201038360595703,66985530,distilbert-base-uncased
A starling,is a bird.,starling,bird,16,-5.776824951171875,66985530,distilbert-base-uncased
A cardinal,is a bird.,cardinal,bird,17,-11.938319206237793,66985530,distilbert-base-uncased
An eagle,is a bird.,eagle,bird,18,-3.7149658203125,66985530,distilbert-base-uncased
A hummingbird,is a bird.,hummingbird,bird,19,-1.4392023086547852,66985530,distilbert-base-uncased
A seagull,is a bird.,seagull,bird,20,-1.7323226928710938,66985530,distilbert-base-uncased
A woodpecker,is a bird.,woodpecker,bird,21,-2.770648956298828,66985530,distilbert-base-uncased
A pigeon,is a bird.,pigeon,bird,22,-2.100431442260742,66985530,distilbert-base-uncased
A thrush,is a bird.,thrush,bird,23,-2.1514368057250977,66985530,distilbert-base-uncased
A falcon,is a bird.,falcon,bird,24,-2.337909698486328,66985530,distilbert-base-uncased
A crow,is a bird.,crow,bird,25,-3.1786489486694336,66985530,distilbert-base-uncased
A hawk,is a bird.,hawk,bird,26,-3.3349504470825195,66985530,distilbert-base-uncased
A raven,is a bird.,raven,bird,27,-4.384244918823242,66985530,distilbert-base-uncased
A goldfinch,is a bird.,goldfinch,bird,28,-3.987664222717285,66985530,distilbert-base-uncased
A parrot,is a bird.,parrot,bird,29,-2.22074031829834,66985530,distilbert-base-uncased
A sandpiper,is a bird.,sandpiper,bird,30,-5.63029670715332,66985530,distilbert-base-uncased
A pheasant,is a bird.,pheasant,bird,31,-1.2373294830322266,66985530,distilbert-base-uncased
A catbird,is a bird.,catbird,bird,32,-1.2955131530761719,66985530,distilbert-base-uncased
A crane,is a bird.,crane,bird,33,-8.050865173339844,66985530,distilbert-base-uncased
An albatross,is a bird.,albatross,bird,34,-2.0644445419311523,66985530,distilbert-base-uncased
A condor,is a bird.,condor,bird,35,-2.8084192276000977,66985530,distilbert-base-uncased
A toucan,is a bird.,toucan,bird,36,-4.851956367492676,66985530,distilbert-base-uncased
An owl,is a bird.,owl,bird,37,-2.9430112838745117,66985530,distilbert-base-uncased
A pelican,is a bird.,pelican,bird,38,-2.4162769317626953,66985530,distilbert-base-uncased
A goose,is a bird.,goose,bird,39,-3.122335433959961,66985530,distilbert-base-uncased
A vulture,is a bird.,vulture,bird,40,-3.3769149780273438,66985530,distilbert-base-uncased
A stork,is a bird.,stork,bird,41,-4.317604064941406,66985530,distilbert-base-uncased
A buzzard,is a bird.,buzzard,bird,42,-3.8784914016723633,66985530,distilbert-base-uncased
A swan,is a bird.,swan,bird,43,-4.204729080200195,66985530,distilbert-base-uncased
A flamingo,is a bird.,flamingo,bird,44,-5.647189140319824,66985530,distilbert-base-uncased
A duck,is a bird.,duck,bird,45,-3.8176698684692383,66985530,distilbert-base-uncased
A peacock,is a bird.,peacock,bird,46,-3.2850303649902344,66985530,distilbert-base-uncased
An egret,is a bird.,egret,bird,47,-3.5421133041381836,66985530,distilbert-base-uncased
A chicken,is a bird.,chicken,bird,48,-6.154324531555176,66985530,distilbert-base-uncased
A turkey,is a bird.,turkey,bird,49,-5.164861679077148,66985530,distilbert-base-uncased
An ostrich,is a bird.,ostrich,bird,50,-3.9723567962646484,66985530,distilbert-base-uncased
A titmouse,is a bird.,titmouse,bird,51,-6.250494956970215,66985530,distilbert-base-uncased
An emu,is a bird.,emu,bird,52,-6.059114933013916,66985530,distilbert-base-uncased
A penguin,is a bird.,penguin,bird,53,-5.0945234298706055,66985530,distilbert-base-uncased
A bat,is a bird.,bat,bird,54,-4.174076080322266,66985530,distilbert-base-uncased
Football,is a sport.,football,sport,1,-1.7015762329101562,66985530,distilbert-base-uncased
Baseball,is a sport.,baseball,sport,2,-1.3368158340454102,66985530,distilbert-base-uncased
Basketball,is a sport.,basketball,sport,3,-1.5713014602661133,66985530,distilbert-base-uncased
Tennis,is a sport.,tennis,sport,4,-1.2792739868164062,66985530,distilbert-base-uncased
Softball,is a sport.,softball,sport,5,-1.1341915130615234,66985530,distilbert-base-uncased
Canoeing,is a sport.,canoeing,sport,6,-1.1255292892456055,66985530,distilbert-base-uncased
Handball,is a sport.,handball,sport,7,-1.042806625366211,66985530,distilbert-base-uncased
Rugby,is a sport.,rugby,sport,8,-1.0799884796142578,66985530,distilbert-base-uncased
Hockey,is a sport.,hockey,sport,9,-1.1043529510498047,66985530,distilbert-base-uncased
Ice hockey,is a sport.,ice hockey,sport,10,-1.1013479232788086,66985530,distilbert-base-uncased
Swimming,is a sport.,swimming,sport,11,-1.3545246124267578,66985530,distilbert-base-uncased
Track,is a sport.,track,sport,12,-8.326122760772705,66985530,distilbert-base-uncased
Boxing,is a sport.,boxing,sport,13,-1.3864555358886719,66985530,distilbert-base-uncased
Volleyball,is a sport.,volleyball,sport,14,-1.1344537734985352,66985530,distilbert-base-uncased
Lacrosse,is a sport.,lacrosse,sport,15,-0.8561305999755859,66985530,distilbert-base-uncased
Skiing,is a sport.,skiing,sport,16,-1.3932571411132812,66985530,distilbert-base-uncased
Golf,is a sport.,golf,sport,17,-1.2639703750610352,66985530,distilbert-base-uncased
Polo,is a sport.,polo,sport,18,-4.273163795471191,66985530,distilbert-base-uncased
Surfing,is a sport.,surfing,sport,19,-1.2153310775756836,66985530,distilbert-base-uncased
Wrestling,is a sport.,wrestling,sport,20,-1.3168649673461914,66985530,distilbert-base-uncased
Gymnastics,is a sport.,gymnastics,sport,21,-1.3504161834716797,66985530,distilbert-base-uncased
Cricket,is a sport.,cricket,sport,22,-1.4135055541992188,66985530,distilbert-base-uncased
Squash,is a sport.,squash,sport,23,-2.011284828186035,66985530,distilbert-base-uncased
Badminton,is a sport.,badminton,sport,24,-1.2092094421386719,66985530,distilbert-base-uncased
Racing,is a sport.,racing,sport,25,-1.5237655639648438,66985530,distilbert-base-uncased
Pole vault,is a sport.,pole vault,sport,26,-1.3470573425292969,66985530,distilbert-base-uncased
Fencing,is a sport.,fencing,sport,27,-1.5788755416870117,66985530,distilbert-base-uncased
Bowling,is a sport.,bowling,sport,28,-3.2588233947753906,66985530,distilbert-base-uncased
Water skiing,is a sport.,water skiing,sport,29,-1.4801578521728516,66985530,distilbert-base-uncased
Ice skating,is a sport.,ice skating,sport,30,-1.0754766464233398,66985530,distilbert-base-uncased
Jai alai,is a sport.,jai alai,sport,31,-12.167792320251465,66985530,distilbert-base-uncased
Skating,is a sport.,skating,sport,32,-1.221968650817871,66985530,distilbert-base-uncased
Skindiving,is a sport.,skindiving,sport,33,-2.5190916061401367,66985530,distilbert-base-uncased
Sailing,is a sport.,sailing,sport,34,-1.6183538436889648,66985530,distilbert-base-uncased
