preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-7.53166389465332,223150256,albert-xxlarge-v1
A top,is a toy.,top,toy,2,-22.208723068237305,223150256,albert-xxlarge-v1
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-12.528375625610352,223150256,albert-xxlarge-v1
A toy soldier,is a toy.,toy soldier,toy,4,-3.458608627319336,223150256,albert-xxlarge-v1
A yo-yo,is a toy.,yo-yo,toy,5,-9.396951675415039,223150256,albert-xxlarge-v1
A block,is a toy.,block,toy,6,-20.78999376296997,223150256,albert-xxlarge-v1
Marbles,are toys.,marbles,toy,7,-11.254427909851074,223150256,albert-xxlarge-v1
A rattle,is a toy.,rattle,toy,8,-12.776055335998535,223150256,albert-xxlarge-v1
A stuffed animal,is a toy.,stuffed animal,toy,9,-7.827632904052734,223150256,albert-xxlarge-v1
A water pistol,is a toy.,water pistol,toy,10,-13.57172679901123,223150256,albert-xxlarge-v1
A teddy bear,is a toy.,teddy bear,toy,11,-9.920258522033691,223150256,albert-xxlarge-v1
A rocking horse,is a toy.,rocking horse,toy,12,-12.312236785888672,223150256,albert-xxlarge-v1
A doll house,is a toy.,doll house,toy,13,-9.516091346740723,223150256,albert-xxlarge-v1
A ball,is a toy.,ball,toy,14,-11.748373031616211,223150256,albert-xxlarge-v1
Jacks,are toys.,jacks,toy,15,-15.450550079345703,223150256,albert-xxlarge-v1
Paper dolls,are toys.,paper dolls,toy,16,-13.210111618041992,223150256,albert-xxlarge-v1
An erector set,is a toy.,erector set,toy,17,-13.825002670288086,223150256,albert-xxlarge-v1
A hula hoop,is a toy.,hula hoop,toy,18,-13.06093978881836,223150256,albert-xxlarge-v1
A jump rope,is a toy.,jump rope,toy,19,-14.256820678710938,223150256,albert-xxlarge-v1
A pogo stick,is a toy.,pogo stick,toy,20,-12.70454216003418,223150256,albert-xxlarge-v1
A clay,is a toy.,clay,toy,21,-15.487313747406006,223150256,albert-xxlarge-v1
A wagon,is a toy.,wagon,toy,22,-16.695344924926758,223150256,albert-xxlarge-v1
A kite,is a toy.,kite,toy,23,-10.436067581176758,223150256,albert-xxlarge-v1
A train,is a toy.,train,toy,24,-12.732707977294922,223150256,albert-xxlarge-v1
A tricycle,is a toy.,tricycle,toy,25,-15.109539031982422,223150256,albert-xxlarge-v1
A coloring book,is a toy.,coloring book,toy,26,-13.270977973937988,223150256,albert-xxlarge-v1
Crayons,are toys.,crayons,toy,27,-13.953009605407715,223150256,albert-xxlarge-v1
A truck,is a toy.,truck,toy,28,-12.391535758972168,223150256,albert-xxlarge-v1
A puzzle,is a toy.,puzzle,toy,29,-13.701377868652344,223150256,albert-xxlarge-v1
A fire engine,is a toy.,fire engine,toy,30,-6.987897872924805,223150256,albert-xxlarge-v1
A balloon,is a toy.,balloon,toy,31,-12.805013656616211,223150256,albert-xxlarge-v1
Skates,are toys.,skates,toy,32,-12.625395774841309,223150256,albert-xxlarge-v1
A baseball,is a toy.,baseball,toy,33,-10.401041030883789,223150256,albert-xxlarge-v1
A drum,is a toy.,drum,toy,34,-11.094324111938477,223150256,albert-xxlarge-v1
A football,is a toy.,football,toy,35,-8.689002990722656,223150256,albert-xxlarge-v1
A game,is a toy.,game,toy,36,-19.41875457763672,223150256,albert-xxlarge-v1
A swing,is a toy.,swing,toy,37,-14.572328567504883,223150256,albert-xxlarge-v1
A boat,is a toy.,boat,toy,38,-10.6361083984375,223150256,albert-xxlarge-v1
A monopoly,is a toy.,monopoly,toy,39,-23.30187702178955,223150256,albert-xxlarge-v1
A sled,is a toy.,sled,toy,40,-11.388040542602539,223150256,albert-xxlarge-v1
A seesaw,is a toy.,seesaw,toy,41,-11.202292442321777,223150256,albert-xxlarge-v1
Stilts,are toys.,stilts,toy,42,-14.127312660217285,223150256,albert-xxlarge-v1
Checkers,are toys.,checkers,toy,43,-15.556768894195557,223150256,albert-xxlarge-v1
A bat,is a toy.,bat,toy,44,-14.515783309936523,223150256,albert-xxlarge-v1
A car,is a toy.,car,toy,45,-9.807853698730469,223150256,albert-xxlarge-v1
An airplane,is a toy.,airplane,toy,46,-7.479709625244141,223150256,albert-xxlarge-v1
A bicycle,is a toy.,bicycle,toy,47,-11.783590316772461,223150256,albert-xxlarge-v1
A tractor,is a toy.,tractor,toy,48,-9.438435554504395,223150256,albert-xxlarge-v1
A sandbox,is a toy.,sandbox,toy,49,-11.213107109069824,223150256,albert-xxlarge-v1
A bike,is a toy.,bike,toy,50,-12.228639602661133,223150256,albert-xxlarge-v1
A bow and arrow,is a toy.,bow and arrow,toy,51,-11.255069732666016,223150256,albert-xxlarge-v1
A rope,is a toy.,rope,toy,52,-16.498903274536133,223150256,albert-xxlarge-v1
Dishes,are toys.,dishes,toy,53,-26.870014667510986,223150256,albert-xxlarge-v1
Cards,are toys.,cards,toy,54,-20.697086334228516,223150256,albert-xxlarge-v1
A mitt,is a toy.,mitt,toy,55,-17.742406845092773,223150256,albert-xxlarge-v1
A horse,is a toy.,horse,toy,56,-12.397379875183105,223150256,albert-xxlarge-v1
A gun,is a toy.,gun,toy,57,-7.817469596862793,223150256,albert-xxlarge-v1
Animals,are toys.,animals,toy,58,-13.601662635803223,223150256,albert-xxlarge-v1
A tennis racket,is a toy.,tennis racket,toy,59,-14.182930946350098,223150256,albert-xxlarge-v1
Books,are toys.,books,toy,60,-14.078896045684814,223150256,albert-xxlarge-v1
A robin,is a bird.,robin,bird,1,-6.222846031188965,223150256,albert-xxlarge-v1
A sparrow,is a bird.,sparrow,bird,2,-5.967020034790039,223150256,albert-xxlarge-v1
A bluejay,is a bird.,bluejay,bird,3,-6.052309036254883,223150256,albert-xxlarge-v1
A bluebird,is a bird.,bluebird,bird,4,-8.310009002685547,223150256,albert-xxlarge-v1
A canary,is a bird.,canary,bird,5,-7.419846534729004,223150256,albert-xxlarge-v1
A blackbird,is a bird.,blackbird,bird,6,-8.273004531860352,223150256,albert-xxlarge-v1
A dove,is a bird.,dove,bird,7,-7.216056823730469,223150256,albert-xxlarge-v1
A lark,is a bird.,lark,bird,8,-12.223993301391602,223150256,albert-xxlarge-v1
A swallow,is a bird.,swallow,bird,9,-8.744123458862305,223150256,albert-xxlarge-v1
A parakeet,is a bird.,parakeet,bird,10,-8.504034996032715,223150256,albert-xxlarge-v1
An oriole,is a bird.,oriole,bird,11,-9.861844062805176,223150256,albert-xxlarge-v1
A mockingbird,is a bird.,mockingbird,bird,12,-7.487918853759766,223150256,albert-xxlarge-v1
A redbird,is a bird.,redbird,bird,13,-9.076005935668945,223150256,albert-xxlarge-v1
A wren,is a bird.,wren,bird,14,-7.7766618728637695,223150256,albert-xxlarge-v1
A finch,is a bird.,finch,bird,15,-5.438854217529297,223150256,albert-xxlarge-v1
A starling,is a bird.,starling,bird,16,-10.809847831726074,223150256,albert-xxlarge-v1
A cardinal,is a bird.,cardinal,bird,17,-13.016389846801758,223150256,albert-xxlarge-v1
