preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-4.441981315612793,33740602,google_electra-base-generator
A top,is a toy.,top,toy,2,-13.027830123901367,33740602,google_electra-base-generator
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-7.4117431640625,33740602,google_electra-base-generator
A toy soldier,is a toy.,toy soldier,toy,4,-4.96835994720459,33740602,google_electra-base-generator
A yo-yo,is a toy.,yo-yo,toy,5,-4.730363845825195,33740602,google_electra-base-generator
A block,is a toy.,block,toy,6,-10.141988754272461,33740602,google_electra-base-generator
Marbles,are toys.,marbles,toy,7,-12.412430763244629,33740602,google_electra-base-generator
A rattle,is a toy.,rattle,toy,8,-6.942563056945801,33740602,google_electra-base-generator
A stuffed animal,is a toy.,stuffed animal,toy,9,-3.531475067138672,33740602,google_electra-base-generator
A water pistol,is a toy.,water pistol,toy,10,-5.991463661193848,33740602,google_electra-base-generator
A teddy bear,is a toy.,teddy bear,toy,11,-4.604020118713379,33740602,google_electra-base-generator
A rocking horse,is a toy.,rocking horse,toy,12,-6.049687385559082,33740602,google_electra-base-generator
A doll house,is a toy.,doll house,toy,13,-5.666180610656738,33740602,google_electra-base-generator
A ball,is a toy.,ball,toy,14,-8.160444259643555,33740602,google_electra-base-generator
Jacks,are toys.,jacks,toy,15,-9.326683044433594,33740602,google_electra-base-generator
Paper dolls,are toys.,paper dolls,toy,16,-6.891357421875,33740602,google_electra-base-generator
An erector set,is a toy.,erector set,toy,17,-10.069468975067139,33740602,google_electra-base-generator
A hula hoop,is a toy.,hula hoop,toy,18,-8.45974063873291,33740602,google_electra-base-generator
A jump rope,is a toy.,jump rope,toy,19,-6.796842575073242,33740602,google_electra-base-generator
A pogo stick,is a toy.,pogo stick,toy,20,-5.098516464233398,33740602,google_electra-base-generator
A clay,is a toy.,clay,toy,21,-9.479973793029785,33740602,google_electra-base-generator
A wagon,is a toy.,wagon,toy,22,-6.459323883056641,33740602,google_electra-base-generator
A kite,is a toy.,kite,toy,23,-6.009085655212402,33740602,google_electra-base-generator
A train,is a toy.,train,toy,24,-7.117690086364746,33740602,google_electra-base-generator
A tricycle,is a toy.,tricycle,toy,25,-6.551098823547363,33740602,google_electra-base-generator
A coloring book,is a toy.,coloring book,toy,26,-7.701023101806641,33740602,google_electra-base-generator
Crayons,are toys.,crayons,toy,27,-9.537847518920898,33740602,google_electra-base-generator
