preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-9.922773361206055,1557612800,gpt2-xl
A top,is a toy.,top,toy,2,-23.274742603302002,1557612800,gpt2-xl
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-12.398107051849365,1557612800,gpt2-xl
A toy soldier,is a toy.,toy soldier,toy,4,-10.152289390563965,1557612800,gpt2-xl
A yo-yo,is a toy.,yo-yo,toy,5,-10.409460067749023,1557612800,gpt2-xl
A block,is a toy.,block,toy,6,-18.631680965423584,1557612800,gpt2-xl
Marbles,are toys.,marbles,toy,7,-12.29863691329956,1557612800,gpt2-xl
A rattle,is a toy.,rattle,toy,8,-14.146342754364014,1557612800,gpt2-xl
A stuffed animal,is a toy.,stuffed animal,toy,9,-10.258406639099121,1557612800,gpt2-xl
A water pistol,is a toy.,water pistol,toy,10,-13.609355449676514,1557612800,gpt2-xl
A teddy bear,is a toy.,teddy bear,toy,11,-10.591079711914062,1557612800,gpt2-xl
A rocking horse,is a toy.,rocking horse,toy,12,-11.934585571289062,1557612800,gpt2-xl
A doll house,is a toy.,doll house,toy,13,-11.121724605560303,1557612800,gpt2-xl
A ball,is a toy.,ball,toy,14,-13.828107357025146,1557612800,gpt2-xl
Jacks,are toys.,jacks,toy,15,-15.191148281097412,1557612800,gpt2-xl
Paper dolls,are toys.,paper dolls,toy,16,-12.790396213531494,1557612800,gpt2-xl
An erector set,is a toy.,erector set,toy,17,-15.606321334838867,1557612800,gpt2-xl
A hula hoop,is a toy.,hula hoop,toy,18,-12.885396003723145,1557612800,gpt2-xl
A jump rope,is a toy.,jump rope,toy,19,-13.87523078918457,1557612800,gpt2-xl
A pogo stick,is a toy.,pogo stick,toy,20,-11.348126888275146,1557612800,gpt2-xl
A clay,is a toy.,clay,toy,21,-18.96467161178589,1557612800,gpt2-xl
A wagon,is a toy.,wagon,toy,22,-15.90151596069336,1557612800,gpt2-xl
A kite,is a toy.,kite,toy,23,-13.552659511566162,1557612800,gpt2-xl
A train,is a toy.,train,toy,24,-17.17362356185913,1557612800,gpt2-xl
A tricycle,is a toy.,tricycle,toy,25,-14.14748764038086,1557612800,gpt2-xl
A coloring book,is a toy.,coloring book,toy,26,-15.811044692993164,1557612800,gpt2-xl
Crayons,are toys.,crayons,toy,27,-12.605280876159668,1557612800,gpt2-xl
A truck,is a toy.,truck,toy,28,-19.264744758605957,1557612800,gpt2-xl
A puzzle,is a toy.,puzzle,toy,29,-15.355766773223877,1557612800,gpt2-xl
A fire engine,is a toy.,fire engine,toy,30,-20.82109546661377,1557612800,gpt2-xl
A balloon,is a toy.,balloon,toy,31,-12.87648630142212,1557612800,gpt2-xl
Skates,are toys.,skates,toy,32,-12.425235271453857,1557612800,gpt2-xl
A baseball,is a toy.,baseball,toy,33,-13.31481409072876,1557612800,gpt2-xl
A drum,is a toy.,drum,toy,34,-16.464384078979492,1557612800,gpt2-xl
A football,is a toy.,football,toy,35,-13.999255657196045,1557612800,gpt2-xl
A game,is a toy.,game,toy,36,-15.0691819190979,1557612800,gpt2-xl
A swing,is a toy.,swing,toy,37,-16.896905422210693,1557612800,gpt2-xl
A boat,is a toy.,boat,toy,38,-16.76958179473877,1557612800,gpt2-xl
A monopoly,is a toy.,monopoly,toy,39,-17.846259117126465,1557612800,gpt2-xl
A sled,is a toy.,sled,toy,40,-14.823511123657227,1557612800,gpt2-xl
A seesaw,is a toy.,seesaw,toy,41,-12.666841506958008,1557612800,gpt2-xl
Stilts,are toys.,stilts,toy,42,-16.792998790740967,1557612800,gpt2-xl
Checkers,are toys.,checkers,toy,43,-17.274850845336914,1557612800,gpt2-xl
A bat,is a toy.,bat,toy,44,-17.099040508270264,1557612800,gpt2-xl
A car,is a toy.,car,toy,45,-15.281350135803223,1557612800,gpt2-xl
An airplane,is a toy.,airplane,toy,46,-13.872740745544434,1557612800,gpt2-xl
A bicycle,is a toy.,bicycle,toy,47,-11.388412475585938,1557612800,gpt2-xl
A tractor,is a toy.,tractor,toy,48,-19.913090705871582,1557612800,gpt2-xl
A sandbox,is a toy.,sandbox,toy,49,-14.26179838180542,1557612800,gpt2-xl
A bike,is a toy.,bike,toy,50,-12.624497413635254,1557612800,gpt2-xl
A bow and arrow,is a toy.,bow and arrow,toy,51,-16.315508365631104,1557612800,gpt2-xl
A rope,is a toy.,rope,toy,52,-15.371805191040039,1557612800,gpt2-xl
Dishes,are toys.,dishes,toy,53,-15.851102828979492,1557612800,gpt2-xl
Cards,are toys.,cards,toy,54,-13.840603351593018,1557612800,gpt2-xl
A mitt,is a toy.,mitt,toy,55,-16.9991397857666,1557612800,gpt2-xl
A horse,is a toy.,horse,toy,56,-15.278674125671387,1557612800,gpt2-xl
A gun,is a toy.,gun,toy,57,-14.154815196990967,1557612800,gpt2-xl
Animals,are toys.,animals,toy,58,-12.877269268035889,1557612800,gpt2-xl
A tennis racket,is a toy.,tennis racket,toy,59,-13.336108207702637,1557612800,gpt2-xl
Books,are toys.,books,toy,60,-12.567821979522705,1557612800,gpt2-xl
A robin,is a bird.,robin,bird,1,-9.375880241394043,1557612800,gpt2-xl
A sparrow,is a bird.,sparrow,bird,2,-9.002769470214844,1557612800,gpt2-xl
A bluejay,is a bird.,bluejay,bird,3,-10.495114803314209,1557612800,gpt2-xl
A bluebird,is a bird.,bluebird,bird,4,-9.197188377380371,1557612800,gpt2-xl
A canary,is a bird.,canary,bird,5,-9.634171485900879,1557612800,gpt2-xl
A blackbird,is a bird.,blackbird,bird,6,-9.825541019439697,1557612800,gpt2-xl
A dove,is a bird.,dove,bird,7,-10.056462287902832,1557612800,gpt2-xl
A lark,is a bird.,lark,bird,8,-13.806981086730957,1557612800,gpt2-xl
A swallow,is a bird.,swallow,bird,9,-8.447978973388672,1557612800,gpt2-xl
A parakeet,is a bird.,parakeet,bird,10,-10.22266960144043,1557612800,gpt2-xl
An oriole,is a bird.,oriole,bird,11,-9.7422513961792,1557612800,gpt2-xl
A mockingbird,is a bird.,mockingbird,bird,12,-11.01710319519043,1557612800,gpt2-xl
A redbird,is a bird.,redbird,bird,13,-9.575045108795166,1557612800,gpt2-xl
A wren,is a bird.,wren,bird,14,-10.205493450164795,1557612800,gpt2-xl
A finch,is a bird.,finch,bird,15,-9.306623458862305,1557612800,gpt2-xl
A starling,is a bird.,starling,bird,16,-10.001259803771973,1557612800,gpt2-xl
A cardinal,is a bird.,cardinal,bird,17,-16.934650421142578,1557612800,gpt2-xl
An eagle,is a bird.,eagle,bird,18,-12.856752395629883,1557612800,gpt2-xl
A hummingbird,is a bird.,hummingbird,bird,19,-11.606658935546875,1557612800,gpt2-xl
A seagull,is a bird.,seagull,bird,20,-11.124281883239746,1557612800,gpt2-xl
A woodpecker,is a bird.,woodpecker,bird,21,-10.898867130279541,1557612800,gpt2-xl
A pigeon,is a bird.,pigeon,bird,22,-8.704692840576172,1557612800,gpt2-xl
A thrush,is a bird.,thrush,bird,23,-9.008936882019043,1557612800,gpt2-xl
A falcon,is a bird.,falcon,bird,24,-9.469666004180908,1557612800,gpt2-xl
A crow,is a bird.,crow,bird,25,-9.849428176879883,1557612800,gpt2-xl
A hawk,is a bird.,hawk,bird,26,-11.175705909729004,1557612800,gpt2-xl
A raven,is a bird.,raven,bird,27,-10.152997970581055,1557612800,gpt2-xl
A goldfinch,is a bird.,goldfinch,bird,28,-10.207938194274902,1557612800,gpt2-xl
A parrot,is a bird.,parrot,bird,29,-9.89311695098877,1557612800,gpt2-xl
A sandpiper,is a bird.,sandpiper,bird,30,-11.742722034454346,1557612800,gpt2-xl
A pheasant,is a bird.,pheasant,bird,31,-10.921130180358887,1557612800,gpt2-xl
A catbird,is a bird.,catbird,bird,32,-10.09099531173706,1557612800,gpt2-xl
A crane,is a bird.,crane,bird,33,-21.666944980621338,1557612800,gpt2-xl
An albatross,is a bird.,albatross,bird,34,-9.753262519836426,1557612800,gpt2-xl
A condor,is a bird.,condor,bird,35,-9.943143844604492,1557612800,gpt2-xl
A toucan,is a bird.,toucan,bird,36,-11.493395805358887,1557612800,gpt2-xl
An owl,is a bird.,owl,bird,37,-10.178161144256592,1557612800,gpt2-xl
A pelican,is a bird.,pelican,bird,38,-11.021195888519287,1557612800,gpt2-xl
A goose,is a bird.,goose,bird,39,-10.342013359069824,1557612800,gpt2-xl
A vulture,is a bird.,vulture,bird,40,-10.23589277267456,1557612800,gpt2-xl
A stork,is a bird.,stork,bird,41,-10.534595012664795,1557612800,gpt2-xl
A buzzard,is a bird.,buzzard,bird,42,-9.940730094909668,1557612800,gpt2-xl
A swan,is a bird.,swan,bird,43,-10.678428649902344,1557612800,gpt2-xl
A flamingo,is a bird.,flamingo,bird,44,-11.012682914733887,1557612800,gpt2-xl
A duck,is a bird.,duck,bird,45,-10.280460834503174,1557612800,gpt2-xl
A peacock,is a bird.,peacock,bird,46,-10.560936450958252,1557612800,gpt2-xl
An egret,is a bird.,egret,bird,47,-9.712631225585938,1557612800,gpt2-xl
A chicken,is a bird.,chicken,bird,48,-10.527000904083252,1557612800,gpt2-xl
A turkey,is a bird.,turkey,bird,49,-10.423742294311523,1557612800,gpt2-xl
An ostrich,is a bird.,ostrich,bird,50,-10.13479995727539,1557612800,gpt2-xl
A titmouse,is a bird.,titmouse,bird,51,-12.024142742156982,1557612800,gpt2-xl
An emu,is a bird.,emu,bird,52,-9.22864818572998,1557612800,gpt2-xl
A penguin,is a bird.,penguin,bird,53,-11.408552169799805,1557612800,gpt2-xl
A bat,is a bird.,bat,bird,54,-11.34915828704834,1557612800,gpt2-xl
Football,is a sport.,football,sport,1,-11.289029598236084,1557612800,gpt2-xl
Baseball,is a sport.,baseball,sport,2,-10.878570556640625,1557612800,gpt2-xl
Basketball,is a sport.,basketball,sport,3,-10.338391780853271,1557612800,gpt2-xl
Tennis,is a sport.,tennis,sport,4,-10.222926139831543,1557612800,gpt2-xl
Softball,is a sport.,softball,sport,5,-10.616042613983154,1557612800,gpt2-xl
Canoeing,is a sport.,canoeing,sport,6,-11.82362699508667,1557612800,gpt2-xl
Handball,is a sport.,handball,sport,7,-10.409473896026611,1557612800,gpt2-xl
Rugby,is a sport.,rugby,sport,8,-11.918020248413086,1557612800,gpt2-xl
Hockey,is a sport.,hockey,sport,9,-10.42875051498413,1557612800,gpt2-xl
Ice hockey,is a sport.,ice hockey,sport,10,-10.263577938079834,1557612800,gpt2-xl
Swimming,is a sport.,swimming,sport,11,-12.3839430809021,1557612800,gpt2-xl
Track,is a sport.,track,sport,12,-21.504784107208252,1557612800,gpt2-xl
