preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-9.381370544433594,59017392,albert-xlarge-v1
A top,is a toy.,top,toy,2,-12.094168663024902,59017392,albert-xlarge-v1
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-14.825152397155762,59017392,albert-xlarge-v1
A toy soldier,is a toy.,toy soldier,toy,4,-3.528151512145996,59017392,albert-xlarge-v1
A yo-yo,is a toy.,yo-yo,toy,5,-12.671253681182861,59017392,albert-xlarge-v1
A block,is a toy.,block,toy,6,-11.371477127075195,59017392,albert-xlarge-v1
Marbles,are toys.,marbles,toy,7,-18.16994285583496,59017392,albert-xlarge-v1
A rattle,is a toy.,rattle,toy,8,-16.11341094970703,59017392,albert-xlarge-v1
A stuffed animal,is a toy.,stuffed animal,toy,9,-12.574983596801758,59017392,albert-xlarge-v1
A water pistol,is a toy.,water pistol,toy,10,-17.801289081573486,59017392,albert-xlarge-v1
A teddy bear,is a toy.,teddy bear,toy,11,-9.852188110351562,59017392,albert-xlarge-v1
A rocking horse,is a toy.,rocking horse,toy,12,-14.991180896759033,59017392,albert-xlarge-v1
A doll house,is a toy.,doll house,toy,13,-11.811005592346191,59017392,albert-xlarge-v1
A ball,is a toy.,ball,toy,14,-11.10877799987793,59017392,albert-xlarge-v1
Jacks,are toys.,jacks,toy,15,-15.732043266296387,59017392,albert-xlarge-v1
Paper dolls,are toys.,paper dolls,toy,16,-17.281121730804443,59017392,albert-xlarge-v1
An erector set,is a toy.,erector set,toy,17,-12.574981689453125,59017392,albert-xlarge-v1
A hula hoop,is a toy.,hula hoop,toy,18,-17.65019464492798,59017392,albert-xlarge-v1
A jump rope,is a toy.,jump rope,toy,19,-14.60556411743164,59017392,albert-xlarge-v1
A pogo stick,is a toy.,pogo stick,toy,20,-11.246255874633789,59017392,albert-xlarge-v1
A clay,is a toy.,clay,toy,21,-11.867866516113281,59017392,albert-xlarge-v1
A wagon,is a toy.,wagon,toy,22,-10.898453712463379,59017392,albert-xlarge-v1
A kite,is a toy.,kite,toy,23,-10.577431678771973,59017392,albert-xlarge-v1
A train,is a toy.,train,toy,24,-12.004527568817139,59017392,albert-xlarge-v1
A tricycle,is a toy.,tricycle,toy,25,-13.070061206817627,59017392,albert-xlarge-v1
A coloring book,is a toy.,coloring book,toy,26,-13.80207633972168,59017392,albert-xlarge-v1
Crayons,are toys.,crayons,toy,27,-21.64789342880249,59017392,albert-xlarge-v1
A truck,is a toy.,truck,toy,28,-11.708549976348877,59017392,albert-xlarge-v1
A puzzle,is a toy.,puzzle,toy,29,-11.46151065826416,59017392,albert-xlarge-v1
