preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-5.132738366723061,0,5gram
A top,is a toy.,top,toy,2,-5.810139715671539,0,5gram
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-8.316984176635742,0,5gram
A toy soldier,is a toy.,toy soldier,toy,4,-6.637441337108612,0,5gram
A yo-yo,is a toy.,yo-yo,toy,5,-8.316984176635742,0,5gram
A block,is a toy.,block,toy,6,-7.628448486328125,0,5gram
Marbles,are toys.,marbles,toy,7,-7.308882355690002,0,5gram
A rattle,is a toy.,rattle,toy,8,-6.689371764659882,0,5gram
A stuffed animal,is a toy.,stuffed animal,toy,9,-8.778513133525848,0,5gram
A water pistol,is a toy.,water pistol,toy,10,-8.223067045211792,0,5gram
A teddy bear,is a toy.,teddy bear,toy,11,-5.060682386159897,0,5gram
A rocking horse,is a toy.,rocking horse,toy,12,-3.717202663421631,0,5gram
A doll house,is a toy.,doll house,toy,13,-7.962296411395073,0,5gram
A ball,is a toy.,ball,toy,14,-6.627532243728638,0,5gram
Jacks,are toys.,jacks,toy,15,-8.26650333404541,0,5gram
Paper dolls,are toys.,paper dolls,toy,16,-5.71514618396759,0,5gram
An erector set,is a toy.,erector set,toy,17,-8.341403722763062,0,5gram
A hula hoop,is a toy.,hula hoop,toy,18,-2.814658209681511,0,5gram
A jump rope,is a toy.,jump rope,toy,19,-8.085135906934738,0,5gram
A pogo stick,is a toy.,pogo stick,toy,20,-6.985456228256226,0,5gram
A clay,is a toy.,clay,toy,21,-8.967861592769623,0,5gram
A wagon,is a toy.,wagon,toy,22,-7.779657065868378,0,5gram
A kite,is a toy.,kite,toy,23,-6.61487141251564,0,5gram
A train,is a toy.,train,toy,24,-7.421683669090271,0,5gram
A tricycle,is a toy.,tricycle,toy,25,-7.18709871172905,0,5gram
A coloring book,is a toy.,coloring book,toy,26,-8.85744857788086,0,5gram
Crayons,are toys.,crayons,toy,27,-7.530822515487671,0,5gram
A truck,is a toy.,truck,toy,28,-8.040779113769531,0,5gram
A puzzle,is a toy.,puzzle,toy,29,-5.824034422636032,0,5gram
A fire engine,is a toy.,fire engine,toy,30,-8.609410166740417,0,5gram
A balloon,is a toy.,balloon,toy,31,-7.157610297203064,0,5gram
Skates,are toys.,skates,toy,32,-6.892757833003998,0,5gram
A baseball,is a toy.,baseball,toy,33,-8.464959144592285,0,5gram
A drum,is a toy.,drum,toy,34,-7.5165723860263824,0,5gram
A football,is a toy.,football,toy,35,-9.293327748775482,0,5gram
A game,is a toy.,game,toy,36,-8.07844853401184,0,5gram
A swing,is a toy.,swing,toy,37,-8.014427483081818,0,5gram
A boat,is a toy.,boat,toy,38,-7.214097261428833,0,5gram
A monopoly,is a toy.,monopoly,toy,39,-6.753106474876404,0,5gram
A sled,is a toy.,sled,toy,40,-7.76924666762352,0,5gram
A seesaw,is a toy.,seesaw,toy,41,-7.950998902320862,0,5gram
Stilts,are toys.,stilts,toy,42,-6.62451171875,0,5gram
Checkers,are toys.,checkers,toy,43,-8.347277998924255,0,5gram
A bat,is a toy.,bat,toy,44,-7.491753876209259,0,5gram
A car,is a toy.,car,toy,45,-7.720910906791687,0,5gram
An airplane,is a toy.,airplane,toy,46,-8.394049525260925,0,5gram
A bicycle,is a toy.,bicycle,toy,47,-7.709134221076965,0,5gram
A tractor,is a toy.,tractor,toy,48,-7.372335135936737,0,5gram
A sandbox,is a toy.,sandbox,toy,49,-6.388271674513817,0,5gram
A bike,is a toy.,bike,toy,50,-8.020894050598145,0,5gram
A bow and arrow,is a toy.,bow and arrow,toy,51,-8.413428783416748,0,5gram
A rope,is a toy.,rope,toy,52,-7.59839004278183,0,5gram
Dishes,are toys.,dishes,toy,53,-7.570007741451263,0,5gram
Cards,are toys.,cards,toy,54,-7.580552935600281,0,5gram
A mitt,is a toy.,mitt,toy,55,-7.909316778182983,0,5gram
A horse,is a toy.,horse,toy,56,-6.025032877922058,0,5gram
A gun,is a toy.,gun,toy,57,-5.814690709114075,0,5gram
Animals,are toys.,animals,toy,58,-7.8038026094436646,0,5gram
A tennis racket,is a toy.,tennis racket,toy,59,-8.24891573190689,0,5gram
Books,are toys.,books,toy,60,-8.147775769233704,0,5gram
A robin,is a bird.,robin,bird,1,-3.8143419921398163,0,5gram
A sparrow,is a bird.,sparrow,bird,2,-4.151413083076477,0,5gram
A bluejay,is a bird.,bluejay,bird,3,-8.062943577766418,0,5gram
A bluebird,is a bird.,bluebird,bird,4,-7.181386649608612,0,5gram
A canary,is a bird.,canary,bird,5,-7.942365050315857,0,5gram
A blackbird,is a bird.,blackbird,bird,6,-7.687104910612106,0,5gram
A dove,is a bird.,dove,bird,7,-6.086357831954956,0,5gram
A lark,is a bird.,lark,bird,8,-5.3793816566467285,0,5gram
A swallow,is a bird.,swallow,bird,9,-5.860583662986755,0,5gram
A parakeet,is a bird.,parakeet,bird,10,-4.858468770980835,0,5gram
