preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-3.42781925201416,51295290,google_electra-large-generator
A top,is a toy.,top,toy,2,-9.73281478881836,51295290,google_electra-large-generator
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-6.437063217163086,51295290,google_electra-large-generator
A toy soldier,is a toy.,toy soldier,toy,4,-3.7277698516845703,51295290,google_electra-large-generator
A yo-yo,is a toy.,yo-yo,toy,5,-5.627141952514648,51295290,google_electra-large-generator
A block,is a toy.,block,toy,6,-7.215693473815918,51295290,google_electra-large-generator
Marbles,are toys.,marbles,toy,7,-10.697061538696289,51295290,google_electra-large-generator
A rattle,is a toy.,rattle,toy,8,-5.4787397384643555,51295290,google_electra-large-generator
A stuffed animal,is a toy.,stuffed animal,toy,9,-4.321047782897949,51295290,google_electra-large-generator
A water pistol,is a toy.,water pistol,toy,10,-6.444314002990723,51295290,google_electra-large-generator
A teddy bear,is a toy.,teddy bear,toy,11,-4.153331756591797,51295290,google_electra-large-generator
A rocking horse,is a toy.,rocking horse,toy,12,-6.863029479980469,51295290,google_electra-large-generator
A doll house,is a toy.,doll house,toy,13,-4.877754211425781,51295290,google_electra-large-generator
A ball,is a toy.,ball,toy,14,-5.278968811035156,51295290,google_electra-large-generator
Jacks,are toys.,jacks,toy,15,-9.28425645828247,51295290,google_electra-large-generator
Paper dolls,are toys.,paper dolls,toy,16,-7.967477798461914,51295290,google_electra-large-generator
An erector set,is a toy.,erector set,toy,17,-4.314311981201172,51295290,google_electra-large-generator
A hula hoop,is a toy.,hula hoop,toy,18,-6.579541206359863,51295290,google_electra-large-generator
A jump rope,is a toy.,jump rope,toy,19,-5.499998092651367,51295290,google_electra-large-generator
A pogo stick,is a toy.,pogo stick,toy,20,-2.952777862548828,51295290,google_electra-large-generator
A clay,is a toy.,clay,toy,21,-7.309690475463867,51295290,google_electra-large-generator
A wagon,is a toy.,wagon,toy,22,-5.064393043518066,51295290,google_electra-large-generator
A kite,is a toy.,kite,toy,23,-4.654849052429199,51295290,google_electra-large-generator
A train,is a toy.,train,toy,24,-5.702927589416504,51295290,google_electra-large-generator
A tricycle,is a toy.,tricycle,toy,25,-3.969114303588867,51295290,google_electra-large-generator
A coloring book,is a toy.,coloring book,toy,26,-5.5792036056518555,51295290,google_electra-large-generator
Crayons,are toys.,crayons,toy,27,-10.5753173828125,51295290,google_electra-large-generator
A truck,is a toy.,truck,toy,28,-5.804752349853516,51295290,google_electra-large-generator
A puzzle,is a toy.,puzzle,toy,29,-5.663985252380371,51295290,google_electra-large-generator
A fire engine,is a toy.,fire engine,toy,30,-6.55283260345459,51295290,google_electra-large-generator
A balloon,is a toy.,balloon,toy,31,-5.287613868713379,51295290,google_electra-large-generator
Skates,are toys.,skates,toy,32,-8.42330265045166,51295290,google_electra-large-generator
A baseball,is a toy.,baseball,toy,33,-6.249673843383789,51295290,google_electra-large-generator
A drum,is a toy.,drum,toy,34,-4.980068206787109,51295290,google_electra-large-generator
A football,is a toy.,football,toy,35,-7.097200393676758,51295290,google_electra-large-generator
A game,is a toy.,game,toy,36,-6.197895050048828,51295290,google_electra-large-generator
A swing,is a toy.,swing,toy,37,-4.995655059814453,51295290,google_electra-large-generator
A boat,is a toy.,boat,toy,38,-5.602851867675781,51295290,google_electra-large-generator
A monopoly,is a toy.,monopoly,toy,39,-7.818464279174805,51295290,google_electra-large-generator
A sled,is a toy.,sled,toy,40,-4.80551815032959,51295290,google_electra-large-generator
A seesaw,is a toy.,seesaw,toy,41,-5.341160774230957,51295290,google_electra-large-generator
Stilts,are toys.,stilts,toy,42,-9.34485149383545,51295290,google_electra-large-generator
Checkers,are toys.,checkers,toy,43,-14.369990348815918,51295290,google_electra-large-generator
A bat,is a toy.,bat,toy,44,-4.596590995788574,51295290,google_electra-large-generator
A car,is a toy.,car,toy,45,-4.13191032409668,51295290,google_electra-large-generator
An airplane,is a toy.,airplane,toy,46,-4.30013370513916,51295290,google_electra-large-generator
A bicycle,is a toy.,bicycle,toy,47,-4.644390106201172,51295290,google_electra-large-generator
A tractor,is a toy.,tractor,toy,48,-5.069448471069336,51295290,google_electra-large-generator
A sandbox,is a toy.,sandbox,toy,49,-4.559317588806152,51295290,google_electra-large-generator
A bike,is a toy.,bike,toy,50,-5.1793107986450195,51295290,google_electra-large-generator
A bow and arrow,is a toy.,bow and arrow,toy,51,-5.41937255859375,51295290,google_electra-large-generator
A rope,is a toy.,rope,toy,52,-5.894417762756348,51295290,google_electra-large-generator
Dishes,are toys.,dishes,toy,53,-14.555611610412598,51295290,google_electra-large-generator
Cards,are toys.,cards,toy,54,-11.673665046691895,51295290,google_electra-large-generator
