preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-10.831977844238281,124440576,gpt2
A top,is a toy.,top,toy,2,-22.30541229248047,124440576,gpt2
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-15.929695129394531,124440576,gpt2
A toy soldier,is a toy.,toy soldier,toy,4,-17.324195861816406,124440576,gpt2
A yo-yo,is a toy.,yo-yo,toy,5,-11.622817993164062,124440576,gpt2
A block,is a toy.,block,toy,6,-20.723526000976562,124440576,gpt2
Marbles,are toys.,marbles,toy,7,-14.55126953125,124440576,gpt2
A rattle,is a toy.,rattle,toy,8,-17.102500915527344,124440576,gpt2
A stuffed animal,is a toy.,stuffed animal,toy,9,-11.999000549316406,124440576,gpt2
A water pistol,is a toy.,water pistol,toy,10,-15.781021118164062,124440576,gpt2
A teddy bear,is a toy.,teddy bear,toy,11,-12.124107360839844,124440576,gpt2
A rocking horse,is a toy.,rocking horse,toy,12,-15.393043518066406,124440576,gpt2
A doll house,is a toy.,doll house,toy,13,-15.603164672851562,124440576,gpt2
A ball,is a toy.,ball,toy,14,-14.935356140136719,124440576,gpt2
Jacks,are toys.,jacks,toy,15,-16.640663146972656,124440576,gpt2
Paper dolls,are toys.,paper dolls,toy,16,-10.162590026855469,124440576,gpt2
An erector set,is a toy.,erector set,toy,17,-15.481857299804688,124440576,gpt2
A hula hoop,is a toy.,hula hoop,toy,18,-14.536247253417969,124440576,gpt2
A jump rope,is a toy.,jump rope,toy,19,-17.708290100097656,124440576,gpt2
A pogo stick,is a toy.,pogo stick,toy,20,-13.214622497558594,124440576,gpt2
A clay,is a toy.,clay,toy,21,-19.874706268310547,124440576,gpt2
A wagon,is a toy.,wagon,toy,22,-15.613685607910156,124440576,gpt2
A kite,is a toy.,kite,toy,23,-14.119071960449219,124440576,gpt2
A train,is a toy.,train,toy,24,-20.953109741210938,124440576,gpt2
A tricycle,is a toy.,tricycle,toy,25,-15.912666320800781,124440576,gpt2
A coloring book,is a toy.,coloring book,toy,26,-14.089500427246094,124440576,gpt2
Crayons,are toys.,crayons,toy,27,-12.718605041503906,124440576,gpt2
A truck,is a toy.,truck,toy,28,-21.338600158691406,124440576,gpt2
A puzzle,is a toy.,puzzle,toy,29,-15.594062805175781,124440576,gpt2
A fire engine,is a toy.,fire engine,toy,30,-18.172500610351562,124440576,gpt2
A balloon,is a toy.,balloon,toy,31,-16.461181640625,124440576,gpt2
Skates,are toys.,skates,toy,32,-14.384918212890625,124440576,gpt2
A baseball,is a toy.,baseball,toy,33,-14.583038330078125,124440576,gpt2
A drum,is a toy.,drum,toy,34,-17.807125091552734,124440576,gpt2
A football,is a toy.,football,toy,35,-16.0833740234375,124440576,gpt2
A game,is a toy.,game,toy,36,-15.198486328125,124440576,gpt2
A swing,is a toy.,swing,toy,37,-20.135238647460938,124440576,gpt2
A boat,is a toy.,boat,toy,38,-18.90241241455078,124440576,gpt2
A monopoly,is a toy.,monopoly,toy,39,-19.50811767578125,124440576,gpt2
A sled,is a toy.,sled,toy,40,-16.17245101928711,124440576,gpt2
A seesaw,is a toy.,seesaw,toy,41,-16.987335205078125,124440576,gpt2
Stilts,are toys.,stilts,toy,42,-13.414161682128906,124440576,gpt2
Checkers,are toys.,checkers,toy,43,-15.286613464355469,124440576,gpt2
A bat,is a toy.,bat,toy,44,-13.758186340332031,124440576,gpt2
A car,is a toy.,car,toy,45,-17.15923309326172,124440576,gpt2
An airplane,is a toy.,airplane,toy,46,-17.533218383789062,124440576,gpt2
A bicycle,is a toy.,bicycle,toy,47,-14.880233764648438,124440576,gpt2
A tractor,is a toy.,tractor,toy,48,-21.03961944580078,124440576,gpt2
A sandbox,is a toy.,sandbox,toy,49,-16.77075958251953,124440576,gpt2
A bike,is a toy.,bike,toy,50,-14.402023315429688,124440576,gpt2
A bow and arrow,is a toy.,bow and arrow,toy,51,-15.007461547851562,124440576,gpt2
A rope,is a toy.,rope,toy,52,-17.76036834716797,124440576,gpt2
Dishes,are toys.,dishes,toy,53,-12.820648193359375,124440576,gpt2
Cards,are toys.,cards,toy,54,-14.08074951171875,124440576,gpt2
A mitt,is a toy.,mitt,toy,55,-14.598987579345703,124440576,gpt2
A horse,is a toy.,horse,toy,56,-14.741676330566406,124440576,gpt2
A gun,is a toy.,gun,toy,57,-13.62567138671875,124440576,gpt2
Animals,are toys.,animals,toy,58,-13.754234313964844,124440576,gpt2
A tennis racket,is a toy.,tennis racket,toy,59,-14.884597778320312,124440576,gpt2
Books,are toys.,books,toy,60,-14.005950927734375,124440576,gpt2
A robin,is a bird.,robin,bird,1,-14.911491394042969,124440576,gpt2
A sparrow,is a bird.,sparrow,bird,2,-11.342170715332031,124440576,gpt2
A bluejay,is a bird.,bluejay,bird,3,-13.644523620605469,124440576,gpt2
A bluebird,is a bird.,bluebird,bird,4,-11.614120483398438,124440576,gpt2
A canary,is a bird.,canary,bird,5,-13.257335662841797,124440576,gpt2
A blackbird,is a bird.,blackbird,bird,6,-11.812057495117188,124440576,gpt2
A dove,is a bird.,dove,bird,7,-11.46820068359375,124440576,gpt2
A lark,is a bird.,lark,bird,8,-13.2684326171875,124440576,gpt2
A swallow,is a bird.,swallow,bird,9,-14.426773071289062,124440576,gpt2
A parakeet,is a bird.,parakeet,bird,10,-10.546913146972656,124440576,gpt2
An oriole,is a bird.,oriole,bird,11,-13.290473937988281,124440576,gpt2
