preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-4.812465667724609,110104890,bert-base-uncased
A top,is a toy.,top,toy,2,-13.424468040466309,110104890,bert-base-uncased
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-6.160784721374512,110104890,bert-base-uncased
A toy soldier,is a toy.,toy soldier,toy,4,-1.128976821899414,110104890,bert-base-uncased
A yo-yo,is a toy.,yo-yo,toy,5,-3.6131930351257324,110104890,bert-base-uncased
A block,is a toy.,block,toy,6,-12.551094055175781,110104890,bert-base-uncased
Marbles,are toys.,marbles,toy,7,-15.994443416595459,110104890,bert-base-uncased
A rattle,is a toy.,rattle,toy,8,-12.907637596130371,110104890,bert-base-uncased
A stuffed animal,is a toy.,stuffed animal,toy,9,-5.606818675994873,110104890,bert-base-uncased
A water pistol,is a toy.,water pistol,toy,10,-16.698188304901123,110104890,bert-base-uncased
A teddy bear,is a toy.,teddy bear,toy,11,-2.382455825805664,110104890,bert-base-uncased
A rocking horse,is a toy.,rocking horse,toy,12,-11.066695213317871,110104890,bert-base-uncased
A doll house,is a toy.,doll house,toy,13,-3.45607852935791,110104890,bert-base-uncased
A ball,is a toy.,ball,toy,14,-10.199801921844482,110104890,bert-base-uncased
Jacks,are toys.,jacks,toy,15,-9.128057479858398,110104890,bert-base-uncased
Paper dolls,are toys.,paper dolls,toy,16,-11.868595600128174,110104890,bert-base-uncased
An erector set,is a toy.,erector set,toy,17,-9.777329444885254,110104890,bert-base-uncased
A hula hoop,is a toy.,hula hoop,toy,18,-6.011608600616455,110104890,bert-base-uncased
A jump rope,is a toy.,jump rope,toy,19,-17.6617112159729,110104890,bert-base-uncased
A pogo stick,is a toy.,pogo stick,toy,20,-5.4018964767456055,110104890,bert-base-uncased
A clay,is a toy.,clay,toy,21,-15.918954849243164,110104890,bert-base-uncased
A wagon,is a toy.,wagon,toy,22,-12.316911697387695,110104890,bert-base-uncased
A kite,is a toy.,kite,toy,23,-12.213322639465332,110104890,bert-base-uncased
A train,is a toy.,train,toy,24,-11.305337905883789,110104890,bert-base-uncased
A tricycle,is a toy.,tricycle,toy,25,-8.753300666809082,110104890,bert-base-uncased
A coloring book,is a toy.,coloring book,toy,26,-12.405912399291992,110104890,bert-base-uncased
Crayons,are toys.,crayons,toy,27,-16.57939863204956,110104890,bert-base-uncased
A truck,is a toy.,truck,toy,28,-13.878061771392822,110104890,bert-base-uncased
A puzzle,is a toy.,puzzle,toy,29,-12.020280838012695,110104890,bert-base-uncased
A fire engine,is a toy.,fire engine,toy,30,-13.77767276763916,110104890,bert-base-uncased
A balloon,is a toy.,balloon,toy,31,-9.392076015472412,110104890,bert-base-uncased
Skates,are toys.,skates,toy,32,-18.8049373626709,110104890,bert-base-uncased
A baseball,is a toy.,baseball,toy,33,-10.257783889770508,110104890,bert-base-uncased
A drum,is a toy.,drum,toy,34,-10.045487880706787,110104890,bert-base-uncased
A football,is a toy.,football,toy,35,-10.032518863677979,110104890,bert-base-uncased
A game,is a toy.,game,toy,36,-12.589082717895508,110104890,bert-base-uncased
A swing,is a toy.,swing,toy,37,-12.965807437896729,110104890,bert-base-uncased
A boat,is a toy.,boat,toy,38,-14.590968608856201,110104890,bert-base-uncased
A monopoly,is a toy.,monopoly,toy,39,-14.972255229949951,110104890,bert-base-uncased
A sled,is a toy.,sled,toy,40,-14.441328525543213,110104890,bert-base-uncased
A seesaw,is a toy.,seesaw,toy,41,-8.594424724578857,110104890,bert-base-uncased
Stilts,are toys.,stilts,toy,42,-17.059797286987305,110104890,bert-base-uncased
Checkers,are toys.,checkers,toy,43,-17.93392848968506,110104890,bert-base-uncased
A bat,is a toy.,bat,toy,44,-11.37345838546753,110104890,bert-base-uncased
A car,is a toy.,car,toy,45,-12.593685626983643,110104890,bert-base-uncased
An airplane,is a toy.,airplane,toy,46,-9.634459018707275,110104890,bert-base-uncased
A bicycle,is a toy.,bicycle,toy,47,-11.913180828094482,110104890,bert-base-uncased
A tractor,is a toy.,tractor,toy,48,-12.126868724822998,110104890,bert-base-uncased
A sandbox,is a toy.,sandbox,toy,49,-10.613991737365723,110104890,bert-base-uncased
A bike,is a toy.,bike,toy,50,-11.57595682144165,110104890,bert-base-uncased
A bow and arrow,is a toy.,bow and arrow,toy,51,-13.01183557510376,110104890,bert-base-uncased
A rope,is a toy.,rope,toy,52,-14.583082675933838,110104890,bert-base-uncased
Dishes,are toys.,dishes,toy,53,-23.703840255737305,110104890,bert-base-uncased
Cards,are toys.,cards,toy,54,-15.093273639678955,110104890,bert-base-uncased
A mitt,is a toy.,mitt,toy,55,-6.88018798828125,110104890,bert-base-uncased
A horse,is a toy.,horse,toy,56,-13.2855806350708,110104890,bert-base-uncased
A gun,is a toy.,gun,toy,57,-12.498769283294678,110104890,bert-base-uncased
Animals,are toys.,animals,toy,58,-13.042349338531494,110104890,bert-base-uncased
A tennis racket,is a toy.,tennis racket,toy,59,-12.2171049118042,110104890,bert-base-uncased
Books,are toys.,books,toy,60,-15.449035167694092,110104890,bert-base-uncased
A robin,is a bird.,robin,bird,1,-2.3326873779296875,110104890,bert-base-uncased
A sparrow,is a bird.,sparrow,bird,2,-1.218949317932129,110104890,bert-base-uncased
A bluejay,is a bird.,bluejay,bird,3,-3.6603565216064453,110104890,bert-base-uncased
A bluebird,is a bird.,bluebird,bird,4,-0.9262657165527344,110104890,bert-base-uncased
A canary,is a bird.,canary,bird,5,-3.613907814025879,110104890,bert-base-uncased
A blackbird,is a bird.,blackbird,bird,6,-0.776585578918457,110104890,bert-base-uncased
A dove,is a bird.,dove,bird,7,-3.069629669189453,110104890,bert-base-uncased
A lark,is a bird.,lark,bird,8,-4.583651542663574,110104890,bert-base-uncased
A swallow,is a bird.,swallow,bird,9,-7.141097545623779,110104890,bert-base-uncased
A parakeet,is a bird.,parakeet,bird,10,-0.9031858444213867,110104890,bert-base-uncased
An oriole,is a bird.,oriole,bird,11,-6.2501678466796875,110104890,bert-base-uncased
A mockingbird,is a bird.,mockingbird,bird,12,-0.9591693878173828,110104890,bert-base-uncased
A redbird,is a bird.,redbird,bird,13,-0.6964683532714844,110104890,bert-base-uncased
A wren,is a bird.,wren,bird,14,-1.9510974884033203,110104890,bert-base-uncased
A finch,is a bird.,finch,bird,15,-2.548917770385742,110104890,bert-base-uncased
A starling,is a bird.,starling,bird,16,-3.219118118286133,110104890,bert-base-uncased
A cardinal,is a bird.,cardinal,bird,17,-11.312333583831787,110104890,bert-base-uncased
An eagle,is a bird.,eagle,bird,18,-2.3617372512817383,110104890,bert-base-uncased
A hummingbird,is a bird.,hummingbird,bird,19,-1.492741584777832,110104890,bert-base-uncased
A seagull,is a bird.,seagull,bird,20,-2.41616153717041,110104890,bert-base-uncased
A woodpecker,is a bird.,woodpecker,bird,21,-2.397247314453125,110104890,bert-base-uncased
A pigeon,is a bird.,pigeon,bird,22,-2.8742713928222656,110104890,bert-base-uncased
A thrush,is a bird.,thrush,bird,23,-2.900775909423828,110104890,bert-base-uncased
A falcon,is a bird.,falcon,bird,24,-2.1794919967651367,110104890,bert-base-uncased
A crow,is a bird.,crow,bird,25,-1.463113784790039,110104890,bert-base-uncased
A hawk,is a bird.,hawk,bird,26,-4.061720371246338,110104890,bert-base-uncased
A raven,is a bird.,raven,bird,27,-2.9637670516967773,110104890,bert-base-uncased
A goldfinch,is a bird.,goldfinch,bird,28,-2.51015567779541,110104890,bert-base-uncased
A parrot,is a bird.,parrot,bird,29,-0.5761070251464844,110104890,bert-base-uncased
A sandpiper,is a bird.,sandpiper,bird,30,-3.504288673400879,110104890,bert-base-uncased
A pheasant,is a bird.,pheasant,bird,31,-1.8419771194458008,110104890,bert-base-uncased
A catbird,is a bird.,catbird,bird,32,-0.9632139205932617,110104890,bert-base-uncased
A crane,is a bird.,crane,bird,33,-9.63712215423584,110104890,bert-base-uncased
An albatross,is a bird.,albatross,bird,34,-0.4183921813964844,110104890,bert-base-uncased
A condor,is a bird.,condor,bird,35,-1.3883838653564453,110104890,bert-base-uncased
A toucan,is a bird.,toucan,bird,36,-1.9352550506591797,110104890,bert-base-uncased
An owl,is a bird.,owl,bird,37,-1.8217830657958984,110104890,bert-base-uncased
A pelican,is a bird.,pelican,bird,38,-1.7468585968017578,110104890,bert-base-uncased
A goose,is a bird.,goose,bird,39,-4.2598772048950195,110104890,bert-base-uncased
A vulture,is a bird.,vulture,bird,40,-1.5196170806884766,110104890,bert-base-uncased
A stork,is a bird.,stork,bird,41,-2.9297876358032227,110104890,bert-base-uncased
A buzzard,is a bird.,buzzard,bird,42,-3.034914970397949,110104890,bert-base-uncased
A swan,is a bird.,swan,bird,43,-4.435854911804199,110104890,bert-base-uncased
A flamingo,is a bird.,flamingo,bird,44,-3.8172149658203125,110104890,bert-base-uncased
A duck,is a bird.,duck,bird,45,-6.829299449920654,110104890,bert-base-uncased
A peacock,is a bird.,peacock,bird,46,-2.884060859680176,110104890,bert-base-uncased
An egret,is a bird.,egret,bird,47,-1.889760971069336,110104890,bert-base-uncased
A chicken,is a bird.,chicken,bird,48,-5.113306045532227,110104890,bert-base-uncased
A turkey,is a bird.,turkey,bird,49,-6.279720783233643,110104890,bert-base-uncased
An ostrich,is a bird.,ostrich,bird,50,-3.1718664169311523,110104890,bert-base-uncased
A titmouse,is a bird.,titmouse,bird,51,-7.2640700340271,110104890,bert-base-uncased
An emu,is a bird.,emu,bird,52,-2.779460906982422,110104890,bert-base-uncased
A penguin,is a bird.,penguin,bird,53,-3.652829170227051,110104890,bert-base-uncased
A bat,is a bird.,bat,bird,54,-9.606122970581055,110104890,bert-base-uncased
Football,is a sport.,football,sport,1,-1.7221479415893555,110104890,bert-base-uncased
Baseball,is a sport.,baseball,sport,2,-2.094270706176758,110104890,bert-base-uncased
Basketball,is a sport.,basketball,sport,3,-2.2291812896728516,110104890,bert-base-uncased
Tennis,is a sport.,tennis,sport,4,-2.1137075424194336,110104890,bert-base-uncased
Softball,is a sport.,softball,sport,5,-2.88405704498291,110104890,bert-base-uncased
Canoeing,is a sport.,canoeing,sport,6,-1.2358627319335938,110104890,bert-base-uncased
Handball,is a sport.,handball,sport,7,-1.409463882446289,110104890,bert-base-uncased
Rugby,is a sport.,rugby,sport,8,-1.1964750289916992,110104890,bert-base-uncased
Hockey,is a sport.,hockey,sport,9,-1.7657451629638672,110104890,bert-base-uncased
Ice hockey,is a sport.,ice hockey,sport,10,-1.900559425354004,110104890,bert-base-uncased
Swimming,is a sport.,swimming,sport,11,-1.998316764831543,110104890,bert-base-uncased
Track,is a sport.,track,sport,12,-8.149249076843262,110104890,bert-base-uncased
Boxing,is a sport.,boxing,sport,13,-1.8064765930175781,110104890,bert-base-uncased
Volleyball,is a sport.,volleyball,sport,14,-1.4805383682250977,110104890,bert-base-uncased
Lacrosse,is a sport.,lacrosse,sport,15,-1.6473150253295898,110104890,bert-base-uncased
Skiing,is a sport.,skiing,sport,16,-2.079559326171875,110104890,bert-base-uncased
Golf,is a sport.,golf,sport,17,-1.7041015625,110104890,bert-base-uncased
Polo,is a sport.,polo,sport,18,-5.188721179962158,110104890,bert-base-uncased
Surfing,is a sport.,surfing,sport,19,-1.5209293365478516,110104890,bert-base-uncased
