preamble,stimulus,item,category,rank,score,params,model
A doll,is a toy.,doll,toy,1,-12.344162464141846,774031360,gpt2-large
A top,is a toy.,top,toy,2,-22.83650493621826,774031360,gpt2-large
A jack-in-the-box,is a toy.,jack-in-the-box,toy,3,-11.971924781799316,774031360,gpt2-large
A toy soldier,is a toy.,toy soldier,toy,4,-13.442305564880371,774031360,gpt2-large
A yo-yo,is a toy.,yo-yo,toy,5,-10.51658821105957,774031360,gpt2-large
A block,is a toy.,block,toy,6,-20.229021072387695,774031360,gpt2-large
Marbles,are toys.,marbles,toy,7,-13.254756450653076,774031360,gpt2-large
A rattle,is a toy.,rattle,toy,8,-14.61924695968628,774031360,gpt2-large
A stuffed animal,is a toy.,stuffed animal,toy,9,-12.410348892211914,774031360,gpt2-large
A water pistol,is a toy.,water pistol,toy,10,-14.150488376617432,774031360,gpt2-large
A teddy bear,is a toy.,teddy bear,toy,11,-12.132493019104004,774031360,gpt2-large
A rocking horse,is a toy.,rocking horse,toy,12,-15.086750030517578,774031360,gpt2-large
A doll house,is a toy.,doll house,toy,13,-13.729991436004639,774031360,gpt2-large
A ball,is a toy.,ball,toy,14,-12.887537479400635,774031360,gpt2-large
Jacks,are toys.,jacks,toy,15,-15.456204414367676,774031360,gpt2-large
Paper dolls,are toys.,paper dolls,toy,16,-12.326623916625977,774031360,gpt2-large
An erector set,is a toy.,erector set,toy,17,-14.276140213012695,774031360,gpt2-large
A hula hoop,is a toy.,hula hoop,toy,18,-12.313001155853271,774031360,gpt2-large
A jump rope,is a toy.,jump rope,toy,19,-13.27401876449585,774031360,gpt2-large
A pogo stick,is a toy.,pogo stick,toy,20,-9.689269065856934,774031360,gpt2-large
A clay,is a toy.,clay,toy,21,-18.415239334106445,774031360,gpt2-large
A wagon,is a toy.,wagon,toy,22,-16.62680959701538,774031360,gpt2-large
A kite,is a toy.,kite,toy,23,-13.296484470367432,774031360,gpt2-large
A train,is a toy.,train,toy,24,-18.616017818450928,774031360,gpt2-large
A tricycle,is a toy.,tricycle,toy,25,-12.864033222198486,774031360,gpt2-large
A coloring book,is a toy.,coloring book,toy,26,-13.59447956085205,774031360,gpt2-large
Crayons,are toys.,crayons,toy,27,-11.509753704071045,774031360,gpt2-large
A truck,is a toy.,truck,toy,28,-19.281761169433594,774031360,gpt2-large
A puzzle,is a toy.,puzzle,toy,29,-15.851212978363037,774031360,gpt2-large
A fire engine,is a toy.,fire engine,toy,30,-19.304958820343018,774031360,gpt2-large
A balloon,is a toy.,balloon,toy,31,-14.18549108505249,774031360,gpt2-large
Skates,are toys.,skates,toy,32,-14.094956874847412,774031360,gpt2-large
A baseball,is a toy.,baseball,toy,33,-12.902899265289307,774031360,gpt2-large
A drum,is a toy.,drum,toy,34,-15.791613101959229,774031360,gpt2-large
A football,is a toy.,football,toy,35,-13.728160858154297,774031360,gpt2-large
A game,is a toy.,game,toy,36,-14.05410623550415,774031360,gpt2-large
A swing,is a toy.,swing,toy,37,-17.060514450073242,774031360,gpt2-large
A boat,is a toy.,boat,toy,38,-17.483181953430176,774031360,gpt2-large
A monopoly,is a toy.,monopoly,toy,39,-17.492746353149414,774031360,gpt2-large
A sled,is a toy.,sled,toy,40,-15.22445821762085,774031360,gpt2-large
A seesaw,is a toy.,seesaw,toy,41,-15.180656909942627,774031360,gpt2-large
Stilts,are toys.,stilts,toy,42,-16.609360694885254,774031360,gpt2-large
Checkers,are toys.,checkers,toy,43,-16.731362342834473,774031360,gpt2-large
A bat,is a toy.,bat,toy,44,-19.53547239303589,774031360,gpt2-large
A car,is a toy.,car,toy,45,-15.400843620300293,774031360,gpt2-large
An airplane,is a toy.,airplane,toy,46,-14.28141164779663,774031360,gpt2-large
A bicycle,is a toy.,bicycle,toy,47,-11.861780166625977,774031360,gpt2-large
A tractor,is a toy.,tractor,toy,48,-18.34345769882202,774031360,gpt2-large
A sandbox,is a toy.,sandbox,toy,49,-15.397565841674805,774031360,gpt2-large
A bike,is a toy.,bike,toy,50,-12.67150068283081,774031360,gpt2-large
A bow and arrow,is a toy.,bow and arrow,toy,51,-14.678115844726562,774031360,gpt2-large
A rope,is a toy.,rope,toy,52,-15.777764797210693,774031360,gpt2-large
Dishes,are toys.,dishes,toy,53,-17.47394895553589,774031360,gpt2-large
Cards,are toys.,cards,toy,54,-15.144225120544434,774031360,gpt2-large
A mitt,is a toy.,mitt,toy,55,-14.377388954162598,774031360,gpt2-large
A horse,is a toy.,horse,toy,56,-15.77176284790039,774031360,gpt2-large
A gun,is a toy.,gun,toy,57,-14.2659912109375,774031360,gpt2-large
Animals,are toys.,animals,toy,58,-14.425934314727783,774031360,gpt2-large
A tennis racket,is a toy.,tennis racket,toy,59,-12.793059349060059,774031360,gpt2-large
Books,are toys.,books,toy,60,-14.189225673675537,774031360,gpt2-large
A robin,is a bird.,robin,bird,1,-7.692039489746094,774031360,gpt2-large
A sparrow,is a bird.,sparrow,bird,2,-8.43242597579956,774031360,gpt2-large
A bluejay,is a bird.,bluejay,bird,3,-10.37308645248413,774031360,gpt2-large
A bluebird,is a bird.,bluebird,bird,4,-8.543855667114258,774031360,gpt2-large
A canary,is a bird.,canary,bird,5,-9.089338779449463,774031360,gpt2-large
A blackbird,is a bird.,blackbird,bird,6,-9.824279308319092,774031360,gpt2-large
A dove,is a bird.,dove,bird,7,-9.241183757781982,774031360,gpt2-large
A lark,is a bird.,lark,bird,8,-14.158292293548584,774031360,gpt2-large
A swallow,is a bird.,swallow,bird,9,-9.699575424194336,774031360,gpt2-large
A parakeet,is a bird.,parakeet,bird,10,-8.375582218170166,774031360,gpt2-large
An oriole,is a bird.,oriole,bird,11,-8.482881546020508,774031360,gpt2-large
A mockingbird,is a bird.,mockingbird,bird,12,-9.278073787689209,774031360,gpt2-large
A redbird,is a bird.,redbird,bird,13,-9.268983840942383,774031360,gpt2-large
A wren,is a bird.,wren,bird,14,-7.271699905395508,774031360,gpt2-large
