stimulus,item,category,rank,logprob,normalized_logprob,params,model
a doll is a toy.,doll,toy,1,-91.29181385040283,-15.215302308400473,110104890,bert-base-uncased
a top is a toy.,top,toy,2,-90.66558122634888,-15.11093020439148,110104890,bert-base-uncased
a jack-in-the-box is a toy.,jack-in-the-box,toy,3,-210.22164916992188,-17.518470764160156,110104890,bert-base-uncased
a toy soldier is a toy.,toy soldier,toy,4,-95.41931819915771,-13.631331171308245,110104890,bert-base-uncased
a yo-yo is a toy.,yo-yo,toy,5,-130.03123712539673,-16.25390464067459,110104890,bert-base-uncased
a block is a toy.,block,toy,6,-97.40797710418701,-16.234662850697834,110104890,bert-base-uncased
marbles are toys.,marbles,toy,7,-62.402305603027344,-12.480461120605469,110104890,bert-base-uncased
a rattle is a toy.,rattle,toy,8,-99.57806396484375,-16.596343994140625,110104890,bert-base-uncased
a stuffed animal is a toy.,stuffed animal,toy,9,-106.12641286849976,-15.160916124071393,110104890,bert-base-uncased
a water pistol is a toy.,water pistol,toy,10,-115.79168319702148,-16.541669028145925,110104890,bert-base-uncased
a teddy bear is a toy.,teddy bear,toy,11,-111.04076480865479,-15.862966401236397,110104890,bert-base-uncased
a rocking horse is a toy.,rocking horse,toy,12,-104.38881301879883,-14.912687574114118,110104890,bert-base-uncased
a doll house is a toy.,doll house,toy,13,-99.0809121131897,-14.154416016169957,110104890,bert-base-uncased
a ball is a toy.,ball,toy,14,-91.47450685501099,-15.245751142501831,110104890,bert-base-uncased
jacks are toys.,jacks,toy,15,-68.7335319519043,-13.74670639038086,110104890,bert-base-uncased
paper dolls are toys.,paper dolls,toy,16,-67.6315393447876,-13.52630786895752,110104890,bert-base-uncased
an erector set is a toy.,erector set,toy,17,-134.73628902435303,-16.84203612804413,110104890,bert-base-uncased
a hula hoop is a toy.,hula hoop,toy,18,-151.61569595336914,-18.951961994171143,110104890,bert-base-uncased
a jump rope is a toy.,jump rope,toy,19,-116.25418853759766,-16.60774121965681,110104890,bert-base-uncased
a pogo stick is a toy.,pogo stick,toy,20,-142.43907737731934,-17.804884672164917,110104890,bert-base-uncased
a clay is a toy.,clay,toy,21,-102.8192138671875,-17.13653564453125,110104890,bert-base-uncased
a wagon is a toy.,wagon,toy,22,-95.164315700531,-15.860719283421835,110104890,bert-base-uncased
a kite is a toy.,kite,toy,23,-96.03912496566772,-16.006520827611286,110104890,bert-base-uncased
a train is a toy.,train,toy,24,-93.08440399169922,-15.51406733194987,110104890,bert-base-uncased
a tricycle is a toy.,tricycle,toy,25,-120.44544219970703,-17.20649174281529,110104890,bert-base-uncased
a coloring book is a toy.,coloring book,toy,26,-108.1303825378418,-15.44719750540597,110104890,bert-base-uncased
crayons are toys.,crayons,toy,27,-84.05102729797363,-14.008504549662272,110104890,bert-base-uncased
a truck is a toy.,truck,toy,28,-96.61400651931763,-16.102334419886272,110104890,bert-base-uncased
a puzzle is a toy.,puzzle,toy,29,-96.51985502243042,-16.086642503738403,110104890,bert-base-uncased
a fire engine is a toy.,fire engine,toy,30,-110.52290487289429,-15.78898641041347,110104890,bert-base-uncased
a balloon is a toy.,balloon,toy,31,-93.46968269348145,-15.578280448913574,110104890,bert-base-uncased
skates are toys.,skates,toy,32,-61.02248001098633,-12.204496002197265,110104890,bert-base-uncased
a baseball is a toy.,baseball,toy,33,-86.23978519439697,-14.373297532399496,110104890,bert-base-uncased
a drum is a toy.,drum,toy,34,-94.02379131317139,-15.670631885528564,110104890,bert-base-uncased
a football is a toy.,football,toy,35,-87.20846557617188,-14.534744262695312,110104890,bert-base-uncased
a game is a toy.,game,toy,36,-93.2497820854187,-15.541630347569784,110104890,bert-base-uncased
a swing is a toy.,swing,toy,37,-95.64200830459595,-15.940334717432657,110104890,bert-base-uncased
a boat is a toy.,boat,toy,38,-94.85464000701904,-15.809106667836508,110104890,bert-base-uncased
a monopoly is a toy.,monopoly,toy,39,-87.31952810287476,-14.55325468381246,110104890,bert-base-uncased
a sled is a toy.,sled,toy,40,-107.94836330413818,-15.421194757734026,110104890,bert-base-uncased
a seesaw is a toy.,seesaw,toy,41,-118.02920150756836,-16.861314501081193,110104890,bert-base-uncased
stilts are toys.,stilts,toy,42,-71.50114917755127,-14.300229835510255,110104890,bert-base-uncased
checkers are toys.,checkers,toy,43,-67.62725353240967,-13.525450706481934,110104890,bert-base-uncased
a bat is a toy.,bat,toy,44,-96.19961643218994,-16.03326940536499,110104890,bert-base-uncased
a car is a toy.,car,toy,45,-93.79306411743164,-15.632177352905273,110104890,bert-base-uncased
an airplane is a toy.,airplane,toy,46,-87.68027830123901,-14.613379716873169,110104890,bert-base-uncased
a bicycle is a toy.,bicycle,toy,47,-93.0988998413086,-15.516483306884766,110104890,bert-base-uncased
a tractor is a toy.,tractor,toy,48,-97.2506914138794,-16.2084485689799,110104890,bert-base-uncased
a sandbox is a toy.,sandbox,toy,49,-120.64321088790894,-17.23474441255842,110104890,bert-base-uncased
a bike is a toy.,bike,toy,50,-95.50379085540771,-15.917298475901285,110104890,bert-base-uncased
a bow and arrow is a toy.,bow and arrow,toy,51,-134.1141414642334,-16.764267683029175,110104890,bert-base-uncased
a rope is a toy.,rope,toy,52,-95.00922632217407,-15.834871053695679,110104890,bert-base-uncased
dishes are toys.,dishes,toy,53,-56.39348316192627,-14.098370790481567,110104890,bert-base-uncased
cards are toys.,cards,toy,54,-49.3033881187439,-12.325847029685974,110104890,bert-base-uncased
a mitt is a toy.,mitt,toy,55,-116.83155059814453,-16.690221514020646,110104890,bert-base-uncased
a horse is a toy.,horse,toy,56,-92.58480072021484,-15.430800120035807,110104890,bert-base-uncased
a gun is a toy.,gun,toy,57,-93.47356081008911,-15.578926801681519,110104890,bert-base-uncased
animals are toys.,animals,toy,58,-52.74803018569946,-13.187007546424866,110104890,bert-base-uncased
a tennis racket is a toy.,tennis racket,toy,59,-125.52577686309814,-15.690722107887268,110104890,bert-base-uncased
books are toys.,books,toy,60,-53.2988977432251,-13.324724435806274,110104890,bert-base-uncased
a robin is a bird.,robin,bird,1,-80.39209604263306,-13.398682673772177,110104890,bert-base-uncased
a sparrow is a bird.,sparrow,bird,2,-83.57342147827148,-13.928903579711914,110104890,bert-base-uncased
a bluejay is a bird.,bluejay,bird,3,-114.56605052947998,-14.320756316184998,110104890,bert-base-uncased
a bluebird is a bird.,bluebird,bird,4,-109.91238164901733,-15.701768807002477,110104890,bert-base-uncased
a canary is a bird.,canary,bird,5,-76.84656476974487,-12.80776079495748,110104890,bert-base-uncased
a blackbird is a bird.,blackbird,bird,6,-104.51380443572998,-14.930543490818568,110104890,bert-base-uncased
a dove is a bird.,dove,bird,7,-83.07062816619873,-13.845104694366455,110104890,bert-base-uncased
a lark is a bird.,lark,bird,8,-83.94723606109619,-13.9912060101827,110104890,bert-base-uncased
