preamble,stimulus,item,category,rank,score,params,model
A gun is a,weapon.,gun,weapon,1,-1.5964202880859375,354824192,gpt2-medium
A pistol is a,weapon.,pistol,weapon,2,-1.8053741455078125,354824192,gpt2-medium
A revolver is a,weapon.,revolver,weapon,3,-2.1333694458007812,354824192,gpt2-medium
A machine gun is a,weapon.,machine gun,weapon,4,-1.2339553833007812,354824192,gpt2-medium
A rifle is a,weapon.,rifle,weapon,5,-1.4859848022460938,354824192,gpt2-medium
A switchblade is a,weapon.,switchblade,weapon,6,-2.0803375244140625,354824192,gpt2-medium
A knife is a,weapon.,knife,weapon,7,-2.073516845703125,354824192,gpt2-medium
A dagger is a,weapon.,dagger,weapon,8,-1.4546890258789062,354824192,gpt2-medium
A shotgun is a,weapon.,shotgun,weapon,9,-1.6368484497070312,354824192,gpt2-medium
A sword is a,weapon.,sword,weapon,10,-1.3910903930664062,354824192,gpt2-medium
A bomb is a,weapon.,bomb,weapon,11,-3.3197174072265625,354824192,gpt2-medium
A hand grenade is a,weapon.,hand grenade,weapon,12,-2.6856536865234375,354824192,gpt2-medium
An atom bomb is a,weapon.,Atom bomb,weapon,13,-2.537628173828125,354824192,gpt2-medium
A bayonet is a,weapon.,bayonet,weapon,14,-1.70794677734375,354824192,gpt2-medium
A spear is a,weapon.,spear,weapon,15,-1.2619247436523438,354824192,gpt2-medium
A bazooka is a,weapon.,bazooka,weapon,16,-1.8355178833007812,354824192,gpt2-medium
A cannon is a,weapon.,cannon,weapon,17,-1.6834716796875,354824192,gpt2-medium
A bow and arrow is a,weapon.,bow and arrow,weapon,18,-1.1583023071289062,354824192,gpt2-medium
A club is a,weapon.,club,weapon,19,-10.006439208984375,354824192,gpt2-medium
A lance is a,weapon.,lance,weapon,20,-1.799163818359375,354824192,gpt2-medium
A brass knuckle is a,weapon.,brass knuckle,weapon,21,-3.9348983764648438,354824192,gpt2-medium
A bullet is a,weapon.,bullet,weapon,22,-3.19232177734375,354824192,gpt2-medium
A tomahawk is a,weapon.,tomahawk,weapon,23,-1.6679000854492188,354824192,gpt2-medium
A mortar is a,weapon.,mortar,weapon,24,-2.2519149780273438,354824192,gpt2-medium
An arrow is a,weapon.,arrow,weapon,25,-2.3115158081054688,354824192,gpt2-medium
A blackjack is a,weapon.,blackjack,weapon,26,-7.7861785888671875,354824192,gpt2-medium
A tank is a,weapon.,tank,weapon,27,-4.7166900634765625,354824192,gpt2-medium
Teargas is a,weapon.,teargas,weapon,28,-3.875885009765625,354824192,gpt2-medium
A missile is a,weapon.,missile,weapon,29,-1.8604202270507812,354824192,gpt2-medium
