preamble,stimulus,item,category,rank,score,params,model
A gun is a,weapon.,gun,weapon,1,-1.229513168334961,335174458,bert-large-uncased
A pistol is a,weapon.,pistol,weapon,2,-1.2377233505249023,335174458,bert-large-uncased
A revolver is a,weapon.,revolver,weapon,3,-2.5789852142333984,335174458,bert-large-uncased
A machine gun is a,weapon.,machine gun,weapon,4,-1.6430444717407227,335174458,bert-large-uncased
A rifle is a,weapon.,rifle,weapon,5,-0.7714939117431641,335174458,bert-large-uncased
A switchblade is a,weapon.,switchblade,weapon,6,-1.6619253158569336,335174458,bert-large-uncased
A knife is a,weapon.,knife,weapon,7,-2.134427070617676,335174458,bert-large-uncased
A dagger is a,weapon.,dagger,weapon,8,-1.4967241287231445,335174458,bert-large-uncased
A shotgun is a,weapon.,shotgun,weapon,9,-2.1236066818237305,335174458,bert-large-uncased
A sword is a,weapon.,sword,weapon,10,-0.5146493911743164,335174458,bert-large-uncased
A bomb is a,weapon.,bomb,weapon,11,-1.4982032775878906,335174458,bert-large-uncased
A hand grenade is a,weapon.,hand grenade,weapon,12,-1.8619356155395508,335174458,bert-large-uncased
An atom bomb is a,weapon.,Atom bomb,weapon,13,-2.703497886657715,335174458,bert-large-uncased
A bayonet is a,weapon.,bayonet,weapon,14,-1.4353199005126953,335174458,bert-large-uncased
A spear is a,weapon.,spear,weapon,15,-0.5046005249023438,335174458,bert-large-uncased
A bazooka is a,weapon.,bazooka,weapon,16,-1.6062078475952148,335174458,bert-large-uncased
A cannon is a,weapon.,cannon,weapon,17,-1.7491254806518555,335174458,bert-large-uncased
A bow and arrow is a,weapon.,bow and arrow,weapon,18,-0.9741640090942383,335174458,bert-large-uncased
A club is a,weapon.,club,weapon,19,-9.294868469238281,335174458,bert-large-uncased
A lance is a,weapon.,lance,weapon,20,-1.839773178100586,335174458,bert-large-uncased
A brass knuckle is a,weapon.,brass knuckle,weapon,21,-4.944642543792725,335174458,bert-large-uncased
A bullet is a,weapon.,bullet,weapon,22,-2.932270050048828,335174458,bert-large-uncased
A tomahawk is a,weapon.,tomahawk,weapon,23,-4.477624893188477,335174458,bert-large-uncased
A mortar is a,weapon.,mortar,weapon,24,-2.99733829498291,335174458,bert-large-uncased
An arrow is a,weapon.,arrow,weapon,25,-3.298600196838379,335174458,bert-large-uncased
A blackjack is a,weapon.,blackjack,weapon,26,-6.484571933746338,335174458,bert-large-uncased
A tank is a,weapon.,tank,weapon,27,-3.89577579498291,335174458,bert-large-uncased
Teargas is a,weapon.,teargas,weapon,28,-8.52128791809082,335174458,bert-large-uncased
A missile is a,weapon.,missile,weapon,29,-1.119420051574707,335174458,bert-large-uncased
A whip is a,weapon.,whip,weapon,30,-2.2103776931762695,335174458,bert-large-uncased
An ice pick is a,weapon.,ice pick,weapon,31,-2.30165958404541,335174458,bert-large-uncased
A hatchet is a,weapon.,hatchet,weapon,32,-2.0110292434692383,335174458,bert-large-uncased
A slingshot is a,weapon.,slingshot,weapon,33,-1.5154151916503906,335174458,bert-large-uncased
A fist is a,weapon.,fist,weapon,34,-5.837718963623047,335174458,bert-large-uncased
An axe is a,weapon.,axe,weapon,35,-0.7297763824462891,335174458,bert-large-uncased
A bow is a,weapon.,bow,weapon,36,-2.8126344680786133,335174458,bert-large-uncased
A razor is a,weapon.,razor,weapon,37,-6.199411869049072,335174458,bert-large-uncased
A razor blade is a,weapon.,razor blade,weapon,38,-2.7809200286865234,335174458,bert-large-uncased
A rocket is a,weapon.,rocket,weapon,39,-3.868396759033203,335174458,bert-large-uncased
A judo is a,weapon.,judo,weapon,40,-1.6807527542114258,335174458,bert-large-uncased
A stick is a,weapon.,stick,weapon,41,-2.74851131439209,335174458,bert-large-uncased
A poison is a,weapon.,poison,weapon,42,-2.6847410202026367,335174458,bert-large-uncased
A rock is a,weapon.,rock,weapon,43,-7.457917213439941,335174458,bert-large-uncased
A stone is a,weapon.,stone,weapon,44,-6.0534234046936035,335174458,bert-large-uncased
Gas is a,weapon.,gas,weapon,45,-5.72305154800415,335174458,bert-large-uncased
A chain is a,weapon.,chain,weapon,46,-7.469925880432129,335174458,bert-large-uncased
A scissor is a,weapon.,scissor,weapon,47,-3.925461769104004,335174458,bert-large-uncased
