preamble,stimulus,item,category,rank,score,params,model
A gun is a,weapon.,gun,weapon,1,-2.562976837158203,124697433,roberta-base
A pistol is a,weapon.,pistol,weapon,2,-2.6269731521606445,124697433,roberta-base
A revolver is a,weapon.,revolver,weapon,3,-2.658951759338379,124697433,roberta-base
A machine gun is a,weapon.,machine gun,weapon,4,-1.7242364883422852,124697433,roberta-base
A rifle is a,weapon.,rifle,weapon,5,-2.2167110443115234,124697433,roberta-base
A switchblade is a,weapon.,switchblade,weapon,6,-2.2594356536865234,124697433,roberta-base
A knife is a,weapon.,knife,weapon,7,-1.3367137908935547,124697433,roberta-base
A dagger is a,weapon.,dagger,weapon,8,-2.150996208190918,124697433,roberta-base
A shotgun is a,weapon.,shotgun,weapon,9,-3.3073768615722656,124697433,roberta-base
A sword is a,weapon.,sword,weapon,10,-1.942765235900879,124697433,roberta-base
A bomb is a,weapon.,bomb,weapon,11,-5.144962310791016,124697433,roberta-base
A hand grenade is a,weapon.,hand grenade,weapon,12,-3.0052804946899414,124697433,roberta-base
An atom bomb is a,weapon.,Atom bomb,weapon,13,-4.102025032043457,124697433,roberta-base
A bayonet is a,weapon.,bayonet,weapon,14,-1.7644710540771484,124697433,roberta-base
A spear is a,weapon.,spear,weapon,15,-2.407562255859375,124697433,roberta-base
A bazooka is a,weapon.,bazooka,weapon,16,-6.613530158996582,124697433,roberta-base
A cannon is a,weapon.,cannon,weapon,17,-3.460116386413574,124697433,roberta-base
A bow and arrow is a,weapon.,bow and arrow,weapon,18,-1.1360998153686523,124697433,roberta-base
A club is a,weapon.,club,weapon,19,-9.428971290588379,124697433,roberta-base
A lance is a,weapon.,lance,weapon,20,-2.8819189071655273,124697433,roberta-base
A brass knuckle is a,weapon.,brass knuckle,weapon,21,-5.524750709533691,124697433,roberta-base
A bullet is a,weapon.,bullet,weapon,22,-6.318265914916992,124697433,roberta-base
A tomahawk is a,weapon.,tomahawk,weapon,23,-2.808765411376953,124697433,roberta-base
A mortar is a,weapon.,mortar,weapon,24,-3.623414993286133,124697433,roberta-base
An arrow is a,weapon.,arrow,weapon,25,-4.226254463195801,124697433,roberta-base
A blackjack is a,weapon.,blackjack,weapon,26,-4.744468688964844,124697433,roberta-base
A tank is a,weapon.,tank,weapon,27,-5.468875885009766,124697433,roberta-base
Teargas is a,weapon.,teargas,weapon,28,-4.973487854003906,124697433,roberta-base
A missile is a,weapon.,missile,weapon,29,-3.417226791381836,124697433,roberta-base
A whip is a,weapon.,whip,weapon,30,-5.743891716003418,124697433,roberta-base
An ice pick is a,weapon.,ice pick,weapon,31,-3.502248764038086,124697433,roberta-base
A hatchet is a,weapon.,hatchet,weapon,32,-1.5664749145507812,124697433,roberta-base
A slingshot is a,weapon.,slingshot,weapon,33,-2.0129451751708984,124697433,roberta-base
A fist is a,weapon.,fist,weapon,34,-6.929607391357422,124697433,roberta-base
An axe is a,weapon.,axe,weapon,35,-1.904158592224121,124697433,roberta-base
A bow is a,weapon.,bow,weapon,36,-2.648508071899414,124697433,roberta-base
A razor is a,weapon.,razor,weapon,37,-3.5170106887817383,124697433,roberta-base
A razor blade is a,weapon.,razor blade,weapon,38,-2.742424964904785,124697433,roberta-base
A rocket is a,weapon.,rocket,weapon,39,-5.924057960510254,124697433,roberta-base
A judo is a,weapon.,judo,weapon,40,-4.55820369720459,124697433,roberta-base
A stick is a,weapon.,stick,weapon,41,-4.948146820068359,124697433,roberta-base
A poison is a,weapon.,poison,weapon,42,-6.102597236633301,124697433,roberta-base
A rock is a,weapon.,rock,weapon,43,-9.456771850585938,124697433,roberta-base
A stone is a,weapon.,stone,weapon,44,-6.232688903808594,124697433,roberta-base
Gas is a,weapon.,gas,weapon,45,-4.0050811767578125,124697433,roberta-base
A chain is a,weapon.,chain,weapon,46,-6.740762710571289,124697433,roberta-base
A scissor is a,weapon.,scissor,weapon,47,-3.4431638717651367,124697433,roberta-base
A brick is a,weapon.,brick,weapon,48,-11.500015258789062,124697433,roberta-base
A pitchfork is a,weapon.,pitchfork,weapon,49,-3.018509864807129,124697433,roberta-base
A hammer is a,weapon.,hammer,weapon,50,-4.185601234436035,124697433,roberta-base
