idx,logprob,params
0,-2.2428393363952637,2775208960
1,-2.8749094009399414,2775208960
2,-4.039874076843262,2775208960
3,-3.731659412384033,2775208960
4,-2.3941965103149414,2775208960
5,-4.566241264343262,2775208960
6,-2.3951048851013184,2775208960
7,-2.917705535888672,2775208960
8,-3.0606207847595215,2775208960
9,-2.4943699836730957,2775208960
10,-3.2673773765563965,2775208960
11,-3.4595580101013184,2775208960
12,-4.146262168884277,2775208960
13,-4.284165382385254,2775208960
14,-3.640883445739746,2775208960
15,-3.676689624786377,2775208960
16,-3.4756503105163574,2775208960
17,-3.1235909461975098,2775208960
18,-5.885904788970947,2775208960
19,-3.713820457458496,2775208960
20,-4.295270919799805,2775208960
21,-3.820129871368408,2775208960
22,-4.065975666046143,2775208960
23,-4.356062889099121,2775208960
24,-3.2786240577697754,2775208960
25,-7.661676406860352,2775208960
26,-4.625267505645752,2775208960
27,-3.609605312347412,2775208960
28,-2.799215793609619,2775208960
29,-4.374561309814453,2775208960
30,-4.02069091796875,2775208960
31,-4.039984226226807,2775208960
32,-3.689157485961914,2775208960
33,-2.8028130531311035,2775208960
34,-3.0464835166931152,2775208960
35,-3.271523952484131,2775208960
36,-3.8857483863830566,2775208960
37,-4.938427448272705,2775208960
38,-2.9104843139648438,2775208960
39,-4.289574146270752,2775208960
40,-3.4641623497009277,2775208960
41,-3.336857318878174,2775208960
42,-5.000544548034668,2775208960
43,-5.135942459106445,2775208960
44,-5.276402473449707,2775208960
45,-6.021853923797607,2775208960
46,-6.101907730102539,2775208960
47,-5.5599212646484375,2775208960
48,-4.297484874725342,2775208960
49,-4.009678363800049,2775208960
50,-4.011810779571533,2775208960
51,-4.692510604858398,2775208960
52,-5.6874589920043945,2775208960
53,-5.54482364654541,2775208960
54,-4.774228572845459,2775208960
55,-4.595157623291016,2775208960
56,-4.10245418548584,2775208960
57,-5.362103462219238,2775208960
58,-7.291486740112305,2775208960
59,-4.534633636474609,2775208960
60,-3.809164524078369,2775208960
61,-5.393253326416016,2775208960
62,-2.999207019805908,2775208960
63,-3.5945959091186523,2775208960
64,-2.7901973724365234,2775208960
65,-3.5700764656066895,2775208960
66,-4.479652404785156,2775208960
67,-5.331048965454102,2775208960
68,-3.4582386016845703,2775208960
69,-3.308238983154297,2775208960
70,-3.1249003410339355,2775208960
71,-3.2380404472351074,2775208960
72,-4.21739387512207,2775208960
73,-4.165151119232178,2775208960
74,-2.9975709915161133,2775208960
75,-4.285546779632568,2775208960
76,-3.0464043617248535,2775208960
77,-3.402472496032715,2775208960
78,-3.643332004547119,2775208960
79,-3.7274951934814453,2775208960
80,-3.6031503677368164,2775208960
81,-3.772756576538086,2775208960
82,-3.1814823150634766,2775208960
83,-2.99806547164917,2775208960
84,-4.177581310272217,2775208960
85,-4.316152572631836,2775208960
86,-3.05112886428833,2775208960
87,-4.026921272277832,2775208960
88,-4.068914890289307,2775208960
89,-3.95918607711792,2775208960
90,-3.556913375854492,2775208960
91,-3.204277992248535,2775208960
92,-3.317587375640869,2775208960
93,-3.642073631286621,2775208960
94,-5.556264877319336,2775208960
95,-4.423137187957764,2775208960
96,-5.952117443084717,2775208960
97,-3.846724510192871,2775208960
98,-3.404212474822998,2775208960
99,-3.6173787117004395,2775208960
100,-3.9332075119018555,2775208960
101,-3.8706884384155273,2775208960
102,-4.143468379974365,2775208960
103,-3.3465723991394043,2775208960
104,-3.8089537620544434,2775208960
105,-3.21368408203125,2775208960
106,-5.097026824951172,2775208960
107,-4.753964900970459,2775208960
108,-4.85960054397583,2775208960
109,-4.720503330230713,2775208960
110,-5.28663444519043,2775208960
111,-3.553011417388916,2775208960
112,-6.77510929107666,2775208960
113,-3.253483295440674,2775208960
114,-4.0020318031311035,2775208960
115,-4.195746421813965,2775208960
