idx,logprob,params
0,-2.7095603942871094,81912576
1,-3.5055809020996094,81912576
2,-4.175548553466797,81912576
3,-3.5985107421875,81912576
4,-3.3342113494873047,81912576
5,-4.304618835449219,81912576
6,-2.796356201171875,81912576
7,-3.1032886505126953,81912576
8,-3.532672882080078,81912576
9,-2.992847442626953,81912576
10,-3.3459625244140625,81912576
11,-3.288249969482422,81912576
12,-3.740978240966797,81912576
13,-4.082159042358398,81912576
14,-3.0564327239990234,81912576
15,-5.933330535888672,81912576
16,-3.236011505126953,81912576
17,-3.4333724975585938,81912576
18,-6.439552307128906,81912576
19,-4.402868270874023,81912576
20,-4.808509826660156,81912576
21,-3.8814525604248047,81912576
22,-4.301721572875977,81912576
23,-3.6009368896484375,81912576
24,-4.004919052124023,81912576
25,-5.171531677246094,81912576
26,-4.427345275878906,81912576
27,-5.269237518310547,81912576
28,-3.216339111328125,81912576
29,-3.8787479400634766,81912576
30,-4.432792663574219,81912576
31,-3.7835845947265625,81912576
32,-5.3563385009765625,81912576
33,-3.1801395416259766,81912576
34,-2.770580291748047,81912576
35,-4.077640533447266,81912576
36,-3.8015708923339844,81912576
37,-4.321582794189453,81912576
38,-4.175680160522461,81912576
39,-6.1689453125,81912576
40,-4.197002410888672,81912576
41,-4.303562164306641,81912576
42,-4.687105178833008,81912576
43,-4.777353286743164,81912576
44,-5.438257217407227,81912576
45,-5.458494186401367,81912576
46,-5.447149276733398,81912576
47,-4.836315155029297,81912576
48,-4.75091552734375,81912576
49,-3.3065624237060547,81912576
50,-5.228542327880859,81912576
51,-3.3049755096435547,81912576
52,-5.259500503540039,81912576
53,-4.806949615478516,81912576
54,-5.038095474243164,81912576
55,-4.223827362060547,81912576
56,-4.462446212768555,81912576
57,-5.4578094482421875,81912576
58,-5.832536697387695,81912576
59,-4.2685546875,81912576
60,-5.636604309082031,81912576
61,-8.273954391479492,81912576
62,-5.038728713989258,81912576
63,-5.471940994262695,81912576
64,-6.564598083496094,81912576
65,-6.729192733764648,81912576
66,-6.467679977416992,81912576
67,-6.015226364135742,81912576
68,-5.974882125854492,81912576
69,-5.939563751220703,81912576
70,-4.827329635620117,81912576
71,-4.565082550048828,81912576
72,-6.785512924194336,81912576
73,-5.595251083374023,81912576
74,-5.13096809387207,81912576
75,-7.144691467285156,81912576
76,-7.628595352172852,81912576
77,-5.183063507080078,81912576
78,-7.012760162353516,81912576
79,-6.311920166015625,81912576
80,-5.589456558227539,81912576
81,-6.41301155090332,81912576
82,-4.788372039794922,81912576
83,-6.386983871459961,81912576
84,-6.69767951965332,81912576
85,-8.18153190612793,81912576
86,-6.043394088745117,81912576
87,-6.497522354125977,81912576
88,-6.750680923461914,81912576
89,-6.985025405883789,81912576
90,-5.729240417480469,81912576
91,-4.982622146606445,81912576
92,-5.358541488647461,81912576
93,-4.443611145019531,81912576
94,-7.275262832641602,81912576
95,-5.334722518920898,81912576
96,-8.237541198730469,81912576
97,-6.779918670654297,81912576
98,-7.660396575927734,81912576
99,-7.076631546020508,81912576
100,-6.7674102783203125,81912576
101,-7.095491409301758,81912576
102,-4.9025115966796875,81912576
103,-5.304954528808594,81912576
104,-6.20903205871582,81912576
105,-7.412744522094727,81912576
106,-5.338153839111328,81912576
107,-7.152429580688477,81912576
108,-7.146415710449219,81912576
109,-6.153890609741211,81912576
110,-7.795759201049805,81912576
111,-3.514554977416992,81912576
112,-5.531650543212891,81912576
113,-4.877073287963867,81912576
114,-5.413482666015625,81912576
115,-4.667348861694336,81912576
116,-6.447021484375,81912576
117,-6.552434921264648,81912576
118,-5.502397537231445,81912576
119,-4.356502532958984,81912576
120,-4.848278045654297,81912576
121,-3.9155426025390625,81912576
122,-4.904689788818359,81912576
123,-6.330228805541992,81912576
124,-4.243989944458008,81912576
125,-5.830867767333984,81912576
126,-4.495151519775391,81912576
127,-5.890445709228516,81912576
128,-5.41148567199707,81912576
