idx,logprob,params
0,-2.6691319942474365,7298617344
1,-4.0295209884643555,7298617344
2,-4.704071521759033,7298617344
3,-3.655592918395996,7298617344
4,-3.5630805492401123,7298617344
5,-4.550812721252441,7298617344
6,-3.084198474884033,7298617344
7,-3.112971782684326,7298617344
8,-4.178805351257324,7298617344
9,-1.9512465000152588,7298617344
10,-3.2993736267089844,7298617344
11,-3.558302402496338,7298617344
12,-3.277510404586792,7298617344
13,-3.803908348083496,7298617344
14,-2.9927380084991455,7298617344
15,-3.109081745147705,7298617344
16,-3.7310638427734375,7298617344
17,-2.5034842491149902,7298617344
18,-4.971640586853027,7298617344
19,-2.747476100921631,7298617344
20,-2.038405656814575,7298617344
21,-4.536930084228516,7298617344
22,-2.6806411743164062,7298617344
23,-3.856370449066162,7298617344
24,-3.7483224868774414,7298617344
25,-6.5324883460998535,7298617344
26,-4.381733417510986,7298617344
27,-4.261645317077637,7298617344
28,-3.900245189666748,7298617344
29,-3.8267180919647217,7298617344
30,-3.9641849994659424,7298617344
31,-3.8471925258636475,7298617344
32,-3.9603798389434814,7298617344
33,-3.755829095840454,7298617344
34,-3.1633758544921875,7298617344
35,-2.962827444076538,7298617344
36,-4.3824992179870605,7298617344
37,-3.8726818561553955,7298617344
38,-5.291741847991943,7298617344
39,-5.0784220695495605,7298617344
40,-3.884766101837158,7298617344
41,-5.802759170532227,7298617344
42,-6.053716659545898,7298617344
43,-4.948798656463623,7298617344
44,-5.530791282653809,7298617344
45,-6.660922050476074,7298617344
46,-5.153860569000244,7298617344
47,-5.963647842407227,7298617344
48,-5.047783851623535,7298617344
49,-4.0040693283081055,7298617344
50,-5.603610038757324,7298617344
51,-4.889009475708008,7298617344
52,-5.793806552886963,7298617344
53,-4.879402160644531,7298617344
54,-4.4116106033325195,7298617344
55,-5.0125837326049805,7298617344
56,-4.135138511657715,7298617344
57,-5.0541253089904785,7298617344
58,-5.857705593109131,7298617344
59,-4.116727828979492,7298617344
60,-2.7283248901367188,7298617344
61,-3.818037509918213,7298617344
62,-2.507571220397949,7298617344
63,-2.3674089908599854,7298617344
64,-2.7541632652282715,7298617344
65,-2.742314100265503,7298617344
66,-2.9551162719726562,7298617344
67,-2.621119976043701,7298617344
68,-2.4659910202026367,7298617344
69,-3.1589932441711426,7298617344
70,-2.40666127204895,7298617344
71,-3.4263296127319336,7298617344
72,-2.701266288757324,7298617344
73,-2.5003623962402344,7298617344
74,-2.847309112548828,7298617344
75,-2.644896984100342,7298617344
76,-2.2145259380340576,7298617344
77,-3.0350685119628906,7298617344
78,-2.9782638549804688,7298617344
79,-2.9212634563446045,7298617344
80,-3.761837959289551,7298617344
81,-4.0253214836120605,7298617344
82,-2.3327040672302246,7298617344
83,-2.777344226837158,7298617344
84,-2.9487786293029785,7298617344
85,-4.076961040496826,7298617344
86,-3.2418463230133057,7298617344
87,-4.265596389770508,7298617344
