idx,logprob,params
0,-1.420670509338379,331196416
1,-2.155686855316162,331196416
2,-2.785083532333374,331196416
3,-3.139238119125366,331196416
4,-2.1547467708587646,331196416
5,-3.1489481925964355,331196416
6,-2.079136371612549,331196416
7,-2.5485916137695312,331196416
8,-2.7573585510253906,331196416
9,-1.7963082790374756,331196416
10,-3.364968776702881,331196416
11,-3.4384429454803467,331196416
12,-3.5952935218811035,331196416
13,-3.2487125396728516,331196416
14,-2.4631195068359375,331196416
15,-2.8490219116210938,331196416
16,-2.860924243927002,331196416
17,-2.894944667816162,331196416
18,-5.682416915893555,331196416
19,-3.124403238296509,331196416
20,-4.9511871337890625,331196416
21,-2.8028345108032227,331196416
22,-2.8961243629455566,331196416
23,-3.814835786819458,331196416
24,-3.1146278381347656,331196416
25,-4.761058807373047,331196416
26,-3.6111607551574707,331196416
27,-2.67356014251709,331196416
28,-2.5506887435913086,331196416
29,-3.6540653705596924,331196416
30,-4.041676998138428,331196416
31,-3.133861541748047,331196416
32,-3.5036017894744873,331196416
33,-2.4360146522521973,331196416
34,-2.6151294708251953,331196416
35,-2.729663610458374,331196416
36,-3.268953800201416,331196416
37,-3.502289295196533,331196416
38,-3.4212090969085693,331196416
39,-4.547553062438965,331196416
40,-3.3759655952453613,331196416
41,-3.5200390815734863,331196416
42,-4.0054216384887695,331196416
43,-3.89054536819458,331196416
44,-4.630432605743408,331196416
45,-4.424929141998291,331196416
46,-4.572624206542969,331196416
47,-3.9429678916931152,331196416
48,-2.540264368057251,331196416
49,-3.0108723640441895,331196416
50,-3.8946681022644043,331196416
51,-3.117912769317627,331196416
52,-4.581344127655029,331196416
53,-3.895545482635498,331196416
54,-3.9101977348327637,331196416
55,-4.544325828552246,331196416
56,-4.161462783813477,331196416
57,-3.863396167755127,331196416
58,-4.862566947937012,331196416
59,-4.539140701293945,331196416
60,-3.923248767852783,331196416
61,-5.32484245300293,331196416
62,-2.520930528640747,331196416
63,-3.689730167388916,331196416
64,-4.863059043884277,331196416
65,-3.2087204456329346,331196416
66,-4.214409828186035,331196416
67,-4.678753852844238,331196416
68,-2.61342453956604,331196416
69,-3.733386516571045,331196416
70,-2.995453357696533,331196416
71,-2.0870254039764404,331196416
72,-5.017910480499268,331196416
73,-3.704061985015869,331196416
74,-2.3698151111602783,331196416
75,-5.277471542358398,331196416
76,-3.0619266033172607,331196416
77,-3.4432694911956787,331196416
78,-2.784269332885742,331196416
79,-3.1094212532043457,331196416
80,-3.1168150901794434,331196416
81,-3.614447593688965,331196416
82,-2.254349946975708,331196416
83,-2.4700706005096436,331196416
84,-4.907129287719727,331196416
85,-5.814566135406494,331196416
86,-2.6985573768615723,331196416
87,-4.001246452331543,331196416
88,-4.783972263336182,331196416
89,-2.8576669692993164,331196416
90,-3.0708296298980713,331196416
91,-2.7568554878234863,331196416
92,-2.9031639099121094,331196416
93,-2.6748743057250977,331196416
94,-3.80249285697937,331196416
95,-4.037990093231201,331196416
96,-5.64975118637085,331196416
97,-3.5011870861053467,331196416
98,-3.091587543487549,331196416
99,-5.597567558288574,331196416
100,-6.088301658630371,331196416
101,-4.8759355545043945,331196416
102,-3.1434648036956787,331196416
103,-2.7294363975524902,331196416
104,-3.3097355365753174,331196416
105,-2.6517953872680664,331196416
106,-4.153495788574219,331196416
107,-3.5287749767303467,331196416
108,-4.124876976013184,331196416
109,-3.6110782623291016,331196416
110,-4.156645774841309,331196416
111,-2.2441916465759277,331196416
112,-4.31589412689209,331196416
113,-3.4631917476654053,331196416
114,-2.3042805194854736,331196416
115,-3.3193206787109375,331196416
116,-6.6624603271484375,331196416
117,-4.6282958984375,331196416
118,-3.842647075653076,331196416
119,-2.8538050651550293,331196416
120,-4.014618873596191,331196416
121,-2.7960829734802246,331196416
122,-5.014540195465088,331196416
123,-3.4576265811920166,331196416
124,-3.936657428741455,331196416
125,-4.9950432777404785,331196416
126,-4.380711555480957,331196416
127,-4.06239652633667,331196416
128,-4.296387672424316,331196416
129,-4.368166923522949,331196416
130,-2.4354989528656006,331196416
131,-4.744158744812012,331196416
132,-3.9508535861968994,331196416
133,-4.06154727935791,331196416
134,-4.255871295928955,331196416
135,-4.165211200714111,331196416
136,-3.145358085632324,331196416
137,-4.4993181228637695,331196416
138,-3.584832191467285,331196416
139,-4.4185895919799805,331196416
140,-4.788750648498535,331196416
141,-3.9546265602111816,331196416
142,-5.23361873626709,331196416
143,-3.6839189529418945,331196416
144,-4.68023157119751,331196416
145,-3.403866767883301,331196416
146,-3.6475281715393066,331196416
147,-4.80200719833374,331196416
148,-3.9556076526641846,331196416
149,-6.093189239501953,331196416
150,-3.8369483947753906,331196416
151,-5.942379474639893,331196416
152,-5.490640640258789,331196416
153,-5.0754547119140625,331196416
154,-3.9015653133392334,331196416
155,-3.195621967315674,331196416
156,-3.6232528686523438,331196416
157,-3.7707059383392334,331196416
158,-4.151322841644287,331196416
159,-5.114536762237549,331196416
160,-3.5009939670562744,331196416
161,-4.1599578857421875,331196416
162,-4.347893714904785,331196416
163,-5.369412422180176,331196416
164,-5.380006790161133,331196416
165,-4.2523908615112305,331196416
166,-3.7028777599334717,331196416
167,-3.309285879135132,331196416
168,-4.475736618041992,331196416
169,-4.010077476501465,331196416
170,-5.2429280281066895,331196416
171,-5.570178031921387,331196416
172,-4.937156677246094,331196416
173,-5.789543151855469,331196416
174,-5.739596366882324,331196416
175,-5.82411003112793,331196416
176,-5.1590576171875,331196416
177,-7.311132431030273,331196416
178,-5.041171073913574,331196416
179,-5.224011421203613,331196416
180,-5.657163619995117,331196416
181,-5.659422874450684,331196416
182,-6.126349449157715,331196416
183,-6.277144432067871,331196416
184,-7.109619140625,331196416
185,-5.949350357055664,331196416
186,-6.535999298095703,331196416
187,-5.51447868347168,331196416
188,-5.852541923522949,331196416
189,-5.981963634490967,331196416
190,-6.132521152496338,331196416
191,-6.400376796722412,331196416
192,-5.7147064208984375,331196416
193,-6.469297885894775,331196416
194,-6.3302202224731445,331196416
195,-8.691967010498047,331196416
196,-6.247679710388184,331196416
197,-6.356508255004883,331196416
198,-6.583419322967529,331196416
199,-6.79135799407959,331196416
200,-5.624159812927246,331196416
201,-7.2936248779296875,331196416
202,-5.733372688293457,331196416
203,-7.276246547698975,331196416
204,-6.841965198516846,331196416
205,-9.254067420959473,331196416
206,-6.358509063720703,331196416
207,-6.630460739135742,331196416
208,-6.2411088943481445,331196416
209,-6.7495880126953125,331196416
210,-7.323391437530518,331196416
211,-6.7325663566589355,331196416
212,-7.026729583740234,331196416
213,-6.2210235595703125,331196416
214,-6.681145668029785,331196416
215,-7.928840637207031,331196416
216,-6.993224143981934,331196416
217,-7.139243125915527,331196416
218,-7.316244125366211,331196416
219,-7.442325115203857,331196416
220,-8.14094352722168,331196416
221,-7.51108980178833,331196416
222,-7.269305229187012,331196416
223,-6.7043681144714355,331196416
224,-6.414572238922119,331196416
225,-8.117790222167969,331196416
226,-2.36877179145813,331196416
227,-2.124516487121582,331196416
228,-2.120687246322632,331196416
229,-2.9764933586120605,331196416
230,-3.1353211402893066,331196416
231,-2.433136463165283,331196416
232,-2.7905566692352295,331196416
233,-2.619779586791992,331196416
234,-4.739133834838867,331196416
235,-4.312840461730957,331196416
236,-6.63637113571167,331196416
237,-2.745543956756592,331196416
238,-2.562582015991211,331196416
239,-6.251872539520264,331196416
240,-4.765102863311768,331196416
241,-3.743072748184204,331196416
242,-4.794854640960693,331196416
243,-3.401195764541626,331196416
244,-3.9693827629089355,331196416
245,-3.3532161712646484,331196416
246,-4.088409900665283,331196416
247,-2.919344902038574,331196416
248,-4.619672775268555,331196416
249,-5.081205368041992,331196416
250,-2.9864633083343506,331196416
251,-2.8035776615142822,331196416
252,-4.23061466217041,331196416
253,-3.9530203342437744,331196416
254,-5.78746223449707,331196416
255,-5.7057204246521,331196416
256,-5.147610664367676,331196416
257,-4.06735897064209,331196416
258,-4.474527835845947,331196416
259,-4.45363712310791,331196416
260,-4.2194976806640625,331196416
261,-4.1893815994262695,331196416
262,-5.07352352142334,331196416
263,-5.505692005157471,331196416
264,-4.175656318664551,331196416
265,-5.618062973022461,331196416
266,-4.909852504730225,331196416
267,-5.230025768280029,331196416
268,-5.2140960693359375,331196416
269,-2.9588096141815186,331196416
270,-2.296215772628784,331196416
