premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Dolls can be daxed.,All toys can be daxed.,All birds can be daxed.,doll,toy,can be,Dolls,toys,1,1,-18.631103515625,-41.35204315185547,-20.166213989257812,-1.4910297393798828,2.2745630741119385,124440576,gpt2
Dolls can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,doll,toy,can be,Dolls,toys,1,2,-21.582244873046875,-38.67250442504883,-22.750442504882812,-1.9417957067489624,2.870633125305176,124440576,gpt2
Dolls can be blicked.,All toys can be blicked.,All birds can be blicked.,doll,toy,can be,Dolls,toys,1,3,-19.946178436279297,-41.82191467285156,-21.743629455566406,-2.040428638458252,3.500232458114624,124440576,gpt2
Dolls can be gyred.,All toys can be gyred.,All birds can be gyred.,doll,toy,can be,Dolls,toys,1,4,-22.230636596679688,-42.97777557373047,-23.2625732421875,-2.0011818408966064,2.6742990016937256,124440576,gpt2
Dolls can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,doll,toy,can be,Dolls,toys,1,5,-18.958770751953125,-44.085140228271484,-21.106964111328125,-1.2253586053848267,2.4801018238067627,124440576,gpt2
Dolls are beamish.,All toys are beamish.,All birds are beamish.,doll,toy,are,Dolls,toys,2,1,-24.088550567626953,-42.13710021972656,-25.204837799072266,1.7579059600830078,2.864394426345825,124440576,gpt2
Dolls are slithy.,All toys are slithy.,All birds are slithy.,doll,toy,are,Dolls,toys,2,2,-20.740650177001953,-42.032135009765625,-20.39053726196289,-1.3216817378997803,2.760488271713257,124440576,gpt2
Dolls are mimsy.,All toys are mimsy.,All birds are mimsy.,doll,toy,are,Dolls,toys,2,3,-22.36060905456543,-43.62563705444336,-20.686307907104492,3.092256546020508,6.864838123321533,124440576,gpt2
Dolls are vorpal.,All toys are vorpal.,All birds are vorpal.,doll,toy,are,Dolls,toys,2,4,-19.227869033813477,-38.26805114746094,-17.759830474853516,1.056398630142212,3.163623094558716,124440576,gpt2
Dolls are frabjous.,All toys are frabjous.,All birds are frabjous.,doll,toy,are,Dolls,toys,2,5,-22.202926635742188,-51.08985900878906,-22.236194610595703,-2.1717867851257324,2.315580129623413,124440576,gpt2
Dolls have wugs.,All toys have wugs.,All birds have wugs.,doll,toy,have,Dolls,toys,3,1,-17.50283432006836,-38.905799865722656,-17.5311279296875,2.305483341217041,2.6760075092315674,124440576,gpt2
Dolls have feps.,All toys have feps.,All birds have feps.,doll,toy,have,Dolls,toys,3,2,-20.42217254638672,-45.05249786376953,-21.25885009765625,0.8401901125907898,2.5720338821411133,124440576,gpt2
Dolls have blickets.,All toys have blickets.,All birds have blickets.,doll,toy,have,Dolls,toys,3,3,-19.78314971923828,-43.635169982910156,-17.48648452758789,0.08423042297363281,2.5909230709075928,124440576,gpt2
Dolls have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,doll,toy,have,Dolls,toys,3,4,-20.10647201538086,-47.845420837402344,-19.52579402923584,5.994167327880859,2.874781370162964,124440576,gpt2
Dolls have toves.,All toys have toves.,All birds have toves.,doll,toy,have,Dolls,toys,3,5,-17.562577962875366,-39.48231506347656,-18.022825241088867,8.236353874206543,5.546245574951172,124440576,gpt2
Dolls use a wug.,All toys use a wug.,All birds use a wug.,doll,toy,use a,Dolls,toys,4,1,-20.723495483398438,-45.674034118652344,-21.04729461669922,3.13578724861145,3.975372552871704,124440576,gpt2
Dolls use a fep.,All toys use a fep.,All birds use a fep.,doll,toy,use a,Dolls,toys,4,2,-22.426414489746094,-47.246681213378906,-23.22132682800293,3.4524331092834473,3.4620931148529053,124440576,gpt2
Dolls use a blicket.,All toys use a blicket.,All birds use a blicket.,doll,toy,use a,Dolls,toys,4,3,-20.998321533203125,-47.857139587402344,-20.99600601196289,4.063119411468506,3.868624687194824,124440576,gpt2
Dolls use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,doll,toy,use a,Dolls,toys,4,4,-19.059470176696777,-46.15271759033203,-19.80605983734131,6.887031555175781,4.814423561096191,124440576,gpt2
Dolls use a tove.,All toys use a tove.,All birds use a tove.,doll,toy,use a,Dolls,toys,4,5,-19.985093116760254,-43.59551239013672,-20.578704833984375,8.55832576751709,4.256196975708008,124440576,gpt2
Tops can be daxed.,All toys can be daxed.,All birds can be daxed.,top,toy,can be,Tops,toys,1,1,-16.915592193603516,-41.35204315185547,-15.980659484863281,4.202387809753418,1.5054643154144287,124440576,gpt2
Tops can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,top,toy,can be,Tops,toys,1,2,-18.5797119140625,-38.67250442504883,-17.384124755859375,4.024458885192871,1.3482187986373901,124440576,gpt2
Tops can be blicked.,All toys can be blicked.,All birds can be blicked.,top,toy,can be,Tops,toys,1,3,-17.066070556640625,-41.82191467285156,-17.184234619140625,4.069609642028809,1.1987974643707275,124440576,gpt2
Tops can be gyred.,All toys can be gyred.,All birds can be gyred.,top,toy,can be,Tops,toys,1,4,-20.123756408691406,-42.97777557373047,-17.943706512451172,3.407160997390747,1.482337236404419,124440576,gpt2
Tops can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,top,toy,can be,Tops,toys,1,5,-16.90484619140625,-44.085140228271484,-16.557701110839844,3.509115219116211,0.722493052482605,124440576,gpt2
Tops are beamish.,All toys are beamish.,All birds are beamish.,top,toy,are,Tops,toys,2,1,-23.225738525390625,-42.13710021972656,-23.077651977539062,2.5630149841308594,1.5718666315078735,124440576,gpt2
Tops are slithy.,All toys are slithy.,All birds are slithy.,top,toy,are,Tops,toys,2,2,-18.33352279663086,-42.032135009765625,-15.89837646484375,3.5515403747558594,0.820665180683136,124440576,gpt2
Tops are mimsy.,All toys are mimsy.,All birds are mimsy.,top,toy,are,Tops,toys,2,3,-19.0305118560791,-43.62563705444336,-14.942726135253906,11.400442123413086,6.859411239624023,124440576,gpt2
Tops are vorpal.,All toys are vorpal.,All birds are vorpal.,top,toy,are,Tops,toys,2,4,-16.56644630432129,-38.26805114746094,-13.065847396850586,4.952537536621094,2.1396820545196533,124440576,gpt2
Tops are frabjous.,All toys are frabjous.,All birds are frabjous.,top,toy,are,Tops,toys,2,5,-18.906944274902344,-51.08985900878906,-17.31032943725586,2.3068745136260986,0.5482487678527832,124440576,gpt2
Tops have wugs.,All toys have wugs.,All birds have wugs.,top,toy,have,Tops,toys,3,1,-15.140140533447266,-38.905799865722656,-13.98386001586914,5.22395658493042,1.9412888288497925,124440576,gpt2
Tops have feps.,All toys have feps.,All birds have feps.,top,toy,have,Tops,toys,3,2,-17.450016021728516,-45.05249786376953,-16.58816146850586,6.256622791290283,1.4490472078323364,124440576,gpt2
Tops have blickets.,All toys have blickets.,All birds have blickets.,top,toy,have,Tops,toys,3,3,-17.124801635742188,-43.635169982910156,-13.692134857177734,4.912681579589844,0.9437327980995178,124440576,gpt2
Tops have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,top,toy,have,Tops,toys,3,4,-17.668530464172363,-47.845420837402344,-15.654056549072266,6.990939140319824,3.6333324909210205,124440576,gpt2
Tops have toves.,All toys have toves.,All birds have toves.,top,toy,have,Tops,toys,3,5,-16.353965759277344,-39.48231506347656,-15.149564743041992,9.30642318725586,6.472167015075684,124440576,gpt2
Tops use a wug.,All toys use a wug.,All birds use a wug.,top,toy,use a,Tops,toys,4,1,-17.481449127197266,-45.674034118652344,-16.089069366455078,8.243186950683594,3.0016801357269287,124440576,gpt2
Tops use a fep.,All toys use a fep.,All birds use a fep.,top,toy,use a,Tops,toys,4,2,-19.47087860107422,-47.246681213378906,-18.117324829101562,6.89040994644165,2.6861584186553955,124440576,gpt2
Tops use a blicket.,All toys use a blicket.,All birds use a blicket.,top,toy,use a,Tops,toys,4,3,-17.954017639160156,-47.857139587402344,-16.259353637695312,7.479863166809082,1.3217445611953735,124440576,gpt2
Tops use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,top,toy,use a,Tops,toys,4,4,-16.9508695602417,-46.15271759033203,-16.259976387023926,12.215254783630371,3.185147523880005,124440576,gpt2
Tops use a tove.,All toys use a tove.,All birds use a tove.,top,toy,use a,Tops,toys,4,5,-18.068376541137695,-43.59551239013672,-16.54196548461914,10.575838088989258,4.961324691772461,124440576,gpt2
Jacks-in-the box can be daxed.,All toys can be daxed.,All birds can be daxed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,1,-17.757797241210938,-41.35204315185547,-20.230636596679688,3.5071258544921875,2.0742688179016113,124440576,gpt2
Jacks-in-the box can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,2,-21.724952697753906,-38.67250442504883,-23.46963119506836,2.1019539833068848,1.5044084787368774,124440576,gpt2
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-19.022579193115234,-41.82191467285156,-22.499855041503906,3.9334194660186768,2.1619787216186523,124440576,gpt2
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-20.505264282226562,-42.97777557373047,-22.322284698486328,3.1088523864746094,2.046477794647217,124440576,gpt2
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-18.888809204101562,-44.085140228271484,-21.249034881591797,1.8421882390975952,1.7842146158218384,124440576,gpt2
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-23.018230438232422,-42.13710021972656,-24.69005012512207,3.4552788734436035,2.4910547733306885,124440576,gpt2
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-20.57135772705078,-42.032135009765625,-20.084903717041016,2.3517844676971436,0.7731006145477295,124440576,gpt2
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-21.249722480773926,-43.62563705444336,-19.472216606140137,8.92503547668457,7.412230491638184,124440576,gpt2
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-17.7868013381958,-38.26805114746094,-17.383280754089355,2.998271942138672,2.3729140758514404,124440576,gpt2
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-21.43512535095215,-51.08985900878906,-22.135944366455078,1.2453972101211548,0.6606078743934631,124440576,gpt2
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-17.698104858398438,-38.905799865722656,-18.183364868164062,3.7592647075653076,1.0819134712219238,124440576,gpt2
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-20.061004638671875,-45.05249786376953,-20.80577850341797,4.923410415649414,2.6210083961486816,124440576,gpt2
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-20.11700439453125,-43.635169982910156,-18.24152374267578,2.8180675506591797,1.9645708799362183,124440576,gpt2
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-20.57539200782776,-47.845420837402344,-19.59197235107422,5.536252021789551,2.6657092571258545,124440576,gpt2
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-17.94997549057007,-39.48231506347656,-18.786575317382812,12.306571006774902,5.196695804595947,124440576,gpt2
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-19.268245697021484,-45.674034118652344,-20.63449478149414,6.911908149719238,1.9999825954437256,124440576,gpt2
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-19.81766128540039,-47.246681213378906,-21.59183120727539,9.9817533493042,1.8061901330947876,124440576,gpt2
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-20.248825073242188,-47.857139587402344,-20.754077911376953,7.976256370544434,2.6955511569976807,124440576,gpt2
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-20.452943801879883,-46.15271759033203,-20.670653343200684,7.114640712738037,2.9749789237976074,124440576,gpt2
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-19.379533290863037,-43.59551239013672,-20.780415534973145,11.782999992370605,5.954533100128174,124440576,gpt2
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-14.60809326171875,-41.35204315185547,-19.82110595703125,3.0026333332061768,3.000025749206543,124440576,gpt2
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-17.854690551757812,-38.67250442504883,-21.208404541015625,2.7573635578155518,3.4022436141967773,124440576,gpt2
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-15.040199279785156,-41.82191467285156,-20.40937042236328,1.960557222366333,2.0967495441436768,124440576,gpt2
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-15.675003051757812,-42.97777557373047,-20.498836517333984,4.584567070007324,3.3152875900268555,124440576,gpt2
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-14.894683837890625,-44.085140228271484,-19.65062713623047,2.2831332683563232,2.3697240352630615,124440576,gpt2
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-20.405620574951172,-42.13710021972656,-25.814067840576172,2.0605926513671875,3.8375821113586426,124440576,gpt2
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-16.801998138427734,-42.032135009765625,-19.667659759521484,1.5044200420379639,2.296450138092041,124440576,gpt2
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-17.481538772583008,-43.62563705444336,-18.68683624267578,3.938891887664795,5.747535228729248,124440576,gpt2
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-13.926214218139648,-38.26805114746094,-16.767297744750977,4.1971025466918945,3.3506484031677246,124440576,gpt2
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-17.188865661621094,-51.08985900878906,-20.80657386779785,1.7520592212677002,2.189260244369507,124440576,gpt2
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-14.34735107421875,-38.905799865722656,-17.57614517211914,2.883937358856201,1.935105323791504,124440576,gpt2
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-16.881000518798828,-45.05249786376953,-20.766559600830078,2.5599136352539062,2.331422805786133,124440576,gpt2
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-15.680484771728516,-43.635169982910156,-16.961597442626953,2.3757455348968506,2.4536874294281006,124440576,gpt2
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-15.775726318359375,-47.845420837402344,-18.92427635192871,6.765008449554443,3.247122287750244,124440576,gpt2
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-15.651905059814453,-39.48231506347656,-19.32680892944336,5.357820987701416,6.425187110900879,124440576,gpt2
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-16.223388671875,-45.674034118652344,-19.880386352539062,5.7332377433776855,3.99104380607605,124440576,gpt2
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-16.72426986694336,-47.246681213378906,-20.745994567871094,6.18895959854126,3.627650499343872,124440576,gpt2
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-15.449405670166016,-47.857139587402344,-20.36465072631836,6.341653823852539,3.243762254714966,124440576,gpt2
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-15.22385025024414,-46.15271759033203,-19.90751552581787,9.000017166137695,2.6819565296173096,124440576,gpt2
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-16.578500747680664,-43.59551239013672,-20.988563537597656,8.799225807189941,3.7436702251434326,124440576,gpt2
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-19.819610595703125,-41.35204315185547,-18.86798858642578,1.7744789123535156,1.881674885749817,124440576,gpt2
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-21.76079559326172,-38.67250442504883,-19.680309295654297,2.7848503589630127,1.7647724151611328,124440576,gpt2
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-20.296566009521484,-41.82191467285156,-19.43756866455078,2.1526646614074707,1.339630126953125,124440576,gpt2
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-21.178855895996094,-42.97777557373047,-18.15789794921875,3.7571520805358887,2.0987050533294678,124440576,gpt2
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-19.55364990234375,-44.085140228271484,-18.395687103271484,2.472860813140869,2.045126438140869,124440576,gpt2
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-23.884822845458984,-42.13710021972656,-22.464067459106445,3.360386610031128,2.747645378112793,124440576,gpt2
