premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Dolls can be daxed.,All toys can be daxed.,All birds can be daxed.,doll,toy,can be,Dolls,toys,1,1,-6.321794509887695,-235.23408842086792,-9.078889846801758,1.8941371440887451,0.6245822310447693,51295290,google_electra-large-generator
Dolls can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,doll,toy,can be,Dolls,toys,1,2,-6.2735490798950195,-240.55173587799072,-10.130144119262695,1.919145941734314,0.5527017712593079,51295290,google_electra-large-generator
Dolls can be blicked.,All toys can be blicked.,All birds can be blicked.,doll,toy,can be,Dolls,toys,1,3,-5.795619010925293,-265.64160776138306,-9.488016128540039,1.7532390356063843,0.9850348830223083,51295290,google_electra-large-generator
Dolls can be gyred.,All toys can be gyred.,All birds can be gyred.,doll,toy,can be,Dolls,toys,1,4,-7.455192565917969,-277.79621171951294,-9.044370651245117,1.1536071300506592,0.6843063831329346,51295290,google_electra-large-generator
Dolls can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,doll,toy,can be,Dolls,toys,1,5,-6.136486053466797,-250.97905349731445,-11.250129699707031,1.19552481174469,0.6433703303337097,51295290,google_electra-large-generator
Dolls are beamish.,All toys are beamish.,All birds are beamish.,doll,toy,are,Dolls,toys,2,1,-6.08229923248291,-203.39636516571045,-9.461392402648926,0.35314807295799255,0.06179400905966759,51295290,google_electra-large-generator
Dolls are slithy.,All toys are slithy.,All birds are slithy.,doll,toy,are,Dolls,toys,2,2,-6.213791847229004,-213.1101269721985,-9.681608200073242,0.5593423843383789,0.5498254895210266,51295290,google_electra-large-generator
Dolls are mimsy.,All toys are mimsy.,All birds are mimsy.,doll,toy,are,Dolls,toys,2,3,-6.469473838806152,-227.38594770431519,-11.096378326416016,0.9266493916511536,0.8648284673690796,51295290,google_electra-large-generator
Dolls are vorpal.,All toys are vorpal.,All birds are vorpal.,doll,toy,are,Dolls,toys,2,4,-5.721302032470703,-266.06676197052,-8.525321006774902,0.7377947568893433,0.28649717569351196,51295290,google_electra-large-generator
Dolls are frabjous.,All toys are frabjous.,All birds are frabjous.,doll,toy,are,Dolls,toys,2,5,-5.580780029296875,-303.9003005027771,-8.795331001281738,1.17294180393219,0.49172985553741455,51295290,google_electra-large-generator
