preamble,stimulus,item,category,feature,score,params,model
A robin,is alive.,robin,bird,1,-13.265413284301758,774031360,gpt2-large
A sparrow,is alive.,sparrow,bird,1,-12.206343173980713,774031360,gpt2-large
A bluejay,is alive.,bluejay,bird,1,-13.870794773101807,774031360,gpt2-large
A bluebird,is alive.,bluebird,bird,1,-13.314530372619629,774031360,gpt2-large
A canary,is alive.,canary,bird,1,-12.377923965454102,774031360,gpt2-large
A blackbird,is alive.,blackbird,bird,1,-13.882864475250244,774031360,gpt2-large
A dove,is alive.,dove,bird,1,-13.368112564086914,774031360,gpt2-large
A lark,is alive.,lark,bird,1,-16.856573581695557,774031360,gpt2-large
A swallow,is alive.,swallow,bird,1,-12.872538566589355,774031360,gpt2-large
A parakeet,is alive.,parakeet,bird,1,-12.136539936065674,774031360,gpt2-large
An oriole,is alive.,oriole,bird,1,-15.197978019714355,774031360,gpt2-large
A mockingbird,is alive.,mockingbird,bird,1,-13.352785110473633,774031360,gpt2-large
A redbird,is alive.,redbird,bird,1,-13.834265232086182,774031360,gpt2-large
A wren,is alive.,wren,bird,1,-13.363934516906738,774031360,gpt2-large
A finch,is alive.,finch,bird,1,-12.351887226104736,774031360,gpt2-large
A starling,is alive.,starling,bird,1,-13.066818237304688,774031360,gpt2-large
A cardinal,is alive.,cardinal,bird,1,-15.403494358062744,774031360,gpt2-large
An eagle,is alive.,eagle,bird,1,-14.544758319854736,774031360,gpt2-large
A hummingbird,is alive.,hummingbird,bird,1,-12.233121871948242,774031360,gpt2-large
A seagull,is alive.,seagull,bird,1,-14.468208312988281,774031360,gpt2-large
A woodpecker,is alive.,woodpecker,bird,1,-14.262696266174316,774031360,gpt2-large
A pigeon,is alive.,pigeon,bird,1,-13.059433460235596,774031360,gpt2-large
A thrush,is alive.,thrush,bird,1,-15.183537006378174,774031360,gpt2-large
A falcon,is alive.,falcon,bird,1,-13.371967792510986,774031360,gpt2-large
A crow,is alive.,crow,bird,1,-12.75775146484375,774031360,gpt2-large
A hawk,is alive.,hawk,bird,1,-13.745412349700928,774031360,gpt2-large
A raven,is alive.,raven,bird,1,-14.008013248443604,774031360,gpt2-large
A goldfinch,is alive.,goldfinch,bird,1,-13.78974437713623,774031360,gpt2-large
A parrot,is alive.,parrot,bird,1,-11.44441032409668,774031360,gpt2-large
A sandpiper,is alive.,sandpiper,bird,1,-14.142034530639648,774031360,gpt2-large
A pheasant,is alive.,pheasant,bird,1,-12.238949298858643,774031360,gpt2-large
A catbird,is alive.,catbird,bird,1,-13.921545028686523,774031360,gpt2-large
A crane,is alive.,crane,bird,1,-17.6307954788208,774031360,gpt2-large
An albatross,is alive.,albatross,bird,1,-14.862571716308594,774031360,gpt2-large
A condor,is alive.,condor,bird,1,-11.948760986328125,774031360,gpt2-large
A toucan,is alive.,toucan,bird,1,-12.67916488647461,774031360,gpt2-large
An owl,is alive.,owl,bird,1,-13.467827320098877,774031360,gpt2-large
A pelican,is alive.,pelican,bird,1,-12.169260025024414,774031360,gpt2-large
A goose,is alive.,goose,bird,1,-11.409464359283447,774031360,gpt2-large
A vulture,is alive.,vulture,bird,1,-14.551541328430176,774031360,gpt2-large
A stork,is alive.,stork,bird,1,-14.165043830871582,774031360,gpt2-large
A buzzard,is alive.,buzzard,bird,1,-13.770954132080078,774031360,gpt2-large
A swan,is alive.,swan,bird,1,-12.440196990966797,774031360,gpt2-large
A flamingo,is alive.,flamingo,bird,1,-11.612050533294678,774031360,gpt2-large
A duck,is alive.,duck,bird,1,-11.369208335876465,774031360,gpt2-large
A peacock,is alive.,peacock,bird,1,-12.265870571136475,774031360,gpt2-large
An egret,is alive.,egret,bird,1,-13.974448204040527,774031360,gpt2-large
A chicken,is alive.,chicken,bird,1,-10.932325839996338,774031360,gpt2-large
A turkey,is alive.,turkey,bird,1,-11.950638771057129,774031360,gpt2-large
An ostrich,is alive.,ostrich,bird,1,-11.71393632888794,774031360,gpt2-large
A titmouse,is alive.,titmouse,bird,1,-13.496352195739746,774031360,gpt2-large
An emu,is alive.,emu,bird,1,-12.443272590637207,774031360,gpt2-large
A penguin,is alive.,penguin,bird,1,-12.463119983673096,774031360,gpt2-large
A bat,is alive.,bat,bird,1,-11.562806129455566,774031360,gpt2-large
A robin,flies.,robin,bird,2,-10.804672718048096,774031360,gpt2-large
A sparrow,flies.,sparrow,bird,2,-9.278082847595215,774031360,gpt2-large
A bluejay,flies.,bluejay,bird,2,-12.641347885131836,774031360,gpt2-large
A bluebird,flies.,bluebird,bird,2,-9.122493267059326,774031360,gpt2-large
A canary,flies.,canary,bird,2,-12.345905780792236,774031360,gpt2-large
A blackbird,flies.,blackbird,bird,2,-10.254822254180908,774031360,gpt2-large
A dove,flies.,dove,bird,2,-11.291547775268555,774031360,gpt2-large
A lark,flies.,lark,bird,2,-13.658988952636719,774031360,gpt2-large
A swallow,flies.,swallow,bird,2,-9.608905792236328,774031360,gpt2-large
A parakeet,flies.,parakeet,bird,2,-11.492257118225098,774031360,gpt2-large
An oriole,flies.,oriole,bird,2,-12.732879161834717,774031360,gpt2-large
A mockingbird,flies.,mockingbird,bird,2,-11.2019681930542,774031360,gpt2-large
A redbird,flies.,redbird,bird,2,-10.731693267822266,774031360,gpt2-large
A wren,flies.,wren,bird,2,-11.372002124786377,774031360,gpt2-large
A finch,flies.,finch,bird,2,-11.134923934936523,774031360,gpt2-large
A starling,flies.,starling,bird,2,-10.463830947875977,774031360,gpt2-large
A cardinal,flies.,cardinal,bird,2,-14.805024147033691,774031360,gpt2-large
An eagle,flies.,eagle,bird,2,-11.3900465965271,774031360,gpt2-large
A hummingbird,flies.,hummingbird,bird,2,-10.565229892730713,774031360,gpt2-large
A seagull,flies.,seagull,bird,2,-12.12903642654419,774031360,gpt2-large
A woodpecker,flies.,woodpecker,bird,2,-12.688241958618164,774031360,gpt2-large
A pigeon,flies.,pigeon,bird,2,-10.542541027069092,774031360,gpt2-large
A thrush,flies.,thrush,bird,2,-11.160090923309326,774031360,gpt2-large
A falcon,flies.,falcon,bird,2,-11.359647750854492,774031360,gpt2-large
A crow,flies.,crow,bird,2,-6.020024299621582,774031360,gpt2-large
A hawk,flies.,hawk,bird,2,-10.377685070037842,774031360,gpt2-large
A raven,flies.,raven,bird,2,-10.413858413696289,774031360,gpt2-large
A goldfinch,flies.,goldfinch,bird,2,-11.825292587280273,774031360,gpt2-large
A parrot,flies.,parrot,bird,2,-13.02859115600586,774031360,gpt2-large
A sandpiper,flies.,sandpiper,bird,2,-11.735867977142334,774031360,gpt2-large
A pheasant,flies.,pheasant,bird,2,-11.175455093383789,774031360,gpt2-large
A catbird,flies.,catbird,bird,2,-11.290850162506104,774031360,gpt2-large
A crane,flies.,crane,bird,2,-14.525925636291504,774031360,gpt2-large
An albatross,flies.,albatross,bird,2,-12.83213472366333,774031360,gpt2-large
A condor,flies.,condor,bird,2,-10.853545188903809,774031360,gpt2-large
A toucan,flies.,toucan,bird,2,-12.974595546722412,774031360,gpt2-large
An owl,flies.,owl,bird,2,-10.775929927825928,774031360,gpt2-large
A pelican,flies.,pelican,bird,2,-13.27432632446289,774031360,gpt2-large
A goose,flies.,goose,bird,2,-10.342926979064941,774031360,gpt2-large
A vulture,flies.,vulture,bird,2,-9.810002326965332,774031360,gpt2-large
A stork,flies.,stork,bird,2,-11.228130340576172,774031360,gpt2-large
A buzzard,flies.,buzzard,bird,2,-10.009679794311523,774031360,gpt2-large
A swan,flies.,swan,bird,2,-11.401419162750244,774031360,gpt2-large
A flamingo,flies.,flamingo,bird,2,-13.08042860031128,774031360,gpt2-large
A duck,flies.,duck,bird,2,-10.647008419036865,774031360,gpt2-large
A peacock,flies.,peacock,bird,2,-10.740094661712646,774031360,gpt2-large
An egret,flies.,egret,bird,2,-10.391511917114258,774031360,gpt2-large
A chicken,flies.,chicken,bird,2,-13.02123212814331,774031360,gpt2-large
A turkey,flies.,turkey,bird,2,-14.65230655670166,774031360,gpt2-large
An ostrich,flies.,ostrich,bird,2,-13.383196353912354,774031360,gpt2-large
