preamble,stimulus,item,category,feature,score,params,model
A robin,is alive.,robin,bird,1,-13.401154518127441,223150256,albert-xxlarge-v1
A sparrow,is alive.,sparrow,bird,1,-12.27182388305664,223150256,albert-xxlarge-v1
A bluejay,is alive.,bluejay,bird,1,-13.186042785644531,223150256,albert-xxlarge-v1
A bluebird,is alive.,bluebird,bird,1,-12.930005073547363,223150256,albert-xxlarge-v1
A canary,is alive.,canary,bird,1,-12.01930046081543,223150256,albert-xxlarge-v1
A blackbird,is alive.,blackbird,bird,1,-14.21346664428711,223150256,albert-xxlarge-v1
A dove,is alive.,dove,bird,1,-12.484119892120361,223150256,albert-xxlarge-v1
A lark,is alive.,lark,bird,1,-14.918574333190918,223150256,albert-xxlarge-v1
A swallow,is alive.,swallow,bird,1,-12.721107959747314,223150256,albert-xxlarge-v1
A parakeet,is alive.,parakeet,bird,1,-15.327508926391602,223150256,albert-xxlarge-v1
An oriole,is alive.,oriole,bird,1,-13.03217601776123,223150256,albert-xxlarge-v1
A mockingbird,is alive.,mockingbird,bird,1,-11.584609031677246,223150256,albert-xxlarge-v1
A redbird,is alive.,redbird,bird,1,-13.69911003112793,223150256,albert-xxlarge-v1
A wren,is alive.,wren,bird,1,-13.612857818603516,223150256,albert-xxlarge-v1
A finch,is alive.,finch,bird,1,-12.76061725616455,223150256,albert-xxlarge-v1
A starling,is alive.,starling,bird,1,-13.352880477905273,223150256,albert-xxlarge-v1
A cardinal,is alive.,cardinal,bird,1,-10.473214149475098,223150256,albert-xxlarge-v1
An eagle,is alive.,eagle,bird,1,-12.008535385131836,223150256,albert-xxlarge-v1
A hummingbird,is alive.,hummingbird,bird,1,-13.426545143127441,223150256,albert-xxlarge-v1
A seagull,is alive.,seagull,bird,1,-14.523551940917969,223150256,albert-xxlarge-v1
A woodpecker,is alive.,woodpecker,bird,1,-13.731236457824707,223150256,albert-xxlarge-v1
A pigeon,is alive.,pigeon,bird,1,-12.443286895751953,223150256,albert-xxlarge-v1
A thrush,is alive.,thrush,bird,1,-12.069855690002441,223150256,albert-xxlarge-v1
A falcon,is alive.,falcon,bird,1,-14.481151103973389,223150256,albert-xxlarge-v1
A crow,is alive.,crow,bird,1,-13.652164459228516,223150256,albert-xxlarge-v1
A hawk,is alive.,hawk,bird,1,-13.599270820617676,223150256,albert-xxlarge-v1
A raven,is alive.,raven,bird,1,-13.216079711914062,223150256,albert-xxlarge-v1
A goldfinch,is alive.,goldfinch,bird,1,-14.500064373016357,223150256,albert-xxlarge-v1
A parrot,is alive.,parrot,bird,1,-15.603132247924805,223150256,albert-xxlarge-v1
A sandpiper,is alive.,sandpiper,bird,1,-14.097658634185791,223150256,albert-xxlarge-v1
A pheasant,is alive.,pheasant,bird,1,-15.853604316711426,223150256,albert-xxlarge-v1
A catbird,is alive.,catbird,bird,1,-12.522054672241211,223150256,albert-xxlarge-v1
A crane,is alive.,crane,bird,1,-16.016094207763672,223150256,albert-xxlarge-v1
An albatross,is alive.,albatross,bird,1,-13.457181453704834,223150256,albert-xxlarge-v1
A condor,is alive.,condor,bird,1,-13.41539478302002,223150256,albert-xxlarge-v1
A toucan,is alive.,toucan,bird,1,-13.8798828125,223150256,albert-xxlarge-v1
An owl,is alive.,owl,bird,1,-11.606311798095703,223150256,albert-xxlarge-v1
A pelican,is alive.,pelican,bird,1,-13.605279922485352,223150256,albert-xxlarge-v1
A goose,is alive.,goose,bird,1,-13.595904350280762,223150256,albert-xxlarge-v1
A vulture,is alive.,vulture,bird,1,-15.07515811920166,223150256,albert-xxlarge-v1
A stork,is alive.,stork,bird,1,-13.400176048278809,223150256,albert-xxlarge-v1
A buzzard,is alive.,buzzard,bird,1,-13.063508033752441,223150256,albert-xxlarge-v1
A swan,is alive.,swan,bird,1,-12.769755363464355,223150256,albert-xxlarge-v1
A flamingo,is alive.,flamingo,bird,1,-15.387575149536133,223150256,albert-xxlarge-v1
A duck,is alive.,duck,bird,1,-12.510650634765625,223150256,albert-xxlarge-v1
A peacock,is alive.,peacock,bird,1,-12.683552742004395,223150256,albert-xxlarge-v1
An egret,is alive.,egret,bird,1,-13.494349956512451,223150256,albert-xxlarge-v1
A chicken,is alive.,chicken,bird,1,-14.819056510925293,223150256,albert-xxlarge-v1
A turkey,is alive.,turkey,bird,1,-16.302231311798096,223150256,albert-xxlarge-v1
An ostrich,is alive.,ostrich,bird,1,-14.896110534667969,223150256,albert-xxlarge-v1
A titmouse,is alive.,titmouse,bird,1,-13.112736701965332,223150256,albert-xxlarge-v1
An emu,is alive.,emu,bird,1,-14.26086950302124,223150256,albert-xxlarge-v1
A penguin,is alive.,penguin,bird,1,-13.401890754699707,223150256,albert-xxlarge-v1
A bat,is alive.,bat,bird,1,-13.857128143310547,223150256,albert-xxlarge-v1
A robin,flies.,robin,bird,2,-9.627565383911133,223150256,albert-xxlarge-v1
A sparrow,flies.,sparrow,bird,2,-3.5552730560302734,223150256,albert-xxlarge-v1
A bluejay,flies.,bluejay,bird,2,-4.435066223144531,223150256,albert-xxlarge-v1
A bluebird,flies.,bluebird,bird,2,-5.544604301452637,223150256,albert-xxlarge-v1
A canary,flies.,canary,bird,2,-8.497184753417969,223150256,albert-xxlarge-v1
A blackbird,flies.,blackbird,bird,2,-6.0279541015625,223150256,albert-xxlarge-v1
A dove,flies.,dove,bird,2,-4.113038063049316,223150256,albert-xxlarge-v1
A lark,flies.,lark,bird,2,-3.409688949584961,223150256,albert-xxlarge-v1
A swallow,flies.,swallow,bird,2,-3.5925445556640625,223150256,albert-xxlarge-v1
A parakeet,flies.,parakeet,bird,2,-4.914027214050293,223150256,albert-xxlarge-v1
An oriole,flies.,oriole,bird,2,-8.50037145614624,223150256,albert-xxlarge-v1
A mockingbird,flies.,mockingbird,bird,2,-6.861218452453613,223150256,albert-xxlarge-v1
A redbird,flies.,redbird,bird,2,-5.294686317443848,223150256,albert-xxlarge-v1
A wren,flies.,wren,bird,2,-5.584504127502441,223150256,albert-xxlarge-v1
A finch,flies.,finch,bird,2,-4.335516929626465,223150256,albert-xxlarge-v1
A starling,flies.,starling,bird,2,-10.143304824829102,223150256,albert-xxlarge-v1
A cardinal,flies.,cardinal,bird,2,-10.380694389343262,223150256,albert-xxlarge-v1
An eagle,flies.,eagle,bird,2,-4.500609397888184,223150256,albert-xxlarge-v1
A hummingbird,flies.,hummingbird,bird,2,-6.396635055541992,223150256,albert-xxlarge-v1
A seagull,flies.,seagull,bird,2,-3.5903453826904297,223150256,albert-xxlarge-v1
A woodpecker,flies.,woodpecker,bird,2,-5.926633834838867,223150256,albert-xxlarge-v1
A pigeon,flies.,pigeon,bird,2,-4.412204742431641,223150256,albert-xxlarge-v1
A thrush,flies.,thrush,bird,2,-5.882328987121582,223150256,albert-xxlarge-v1
A falcon,flies.,falcon,bird,2,-4.72849178314209,223150256,albert-xxlarge-v1
A crow,flies.,crow,bird,2,-4.622382164001465,223150256,albert-xxlarge-v1
A hawk,flies.,hawk,bird,2,-4.296876907348633,223150256,albert-xxlarge-v1
A raven,flies.,raven,bird,2,-4.737327575683594,223150256,albert-xxlarge-v1
A goldfinch,flies.,goldfinch,bird,2,-6.791607856750488,223150256,albert-xxlarge-v1
A parrot,flies.,parrot,bird,2,-7.16176700592041,223150256,albert-xxlarge-v1
A sandpiper,flies.,sandpiper,bird,2,-4.967165946960449,223150256,albert-xxlarge-v1
A pheasant,flies.,pheasant,bird,2,-11.84411334991455,223150256,albert-xxlarge-v1
A catbird,flies.,catbird,bird,2,-5.736357688903809,223150256,albert-xxlarge-v1
A crane,flies.,crane,bird,2,-4.513376235961914,223150256,albert-xxlarge-v1
An albatross,flies.,albatross,bird,2,-7.274396896362305,223150256,albert-xxlarge-v1
A condor,flies.,condor,bird,2,-4.964474678039551,223150256,albert-xxlarge-v1
A toucan,flies.,toucan,bird,2,-10.587812423706055,223150256,albert-xxlarge-v1
An owl,flies.,owl,bird,2,-6.409379005432129,223150256,albert-xxlarge-v1
A pelican,flies.,pelican,bird,2,-5.678168296813965,223150256,albert-xxlarge-v1
A goose,flies.,goose,bird,2,-11.904631614685059,223150256,albert-xxlarge-v1
A vulture,flies.,vulture,bird,2,-4.501518249511719,223150256,albert-xxlarge-v1
A stork,flies.,stork,bird,2,-5.369224548339844,223150256,albert-xxlarge-v1
A buzzard,flies.,buzzard,bird,2,-4.430768966674805,223150256,albert-xxlarge-v1
A swan,flies.,swan,bird,2,-13.02442455291748,223150256,albert-xxlarge-v1
A flamingo,flies.,flamingo,bird,2,-11.820466995239258,223150256,albert-xxlarge-v1
