preamble,stimulus,item,category,feature,score,params,model
A robin,is alive.,robin,bird,1,-13.546035766601562,124440576,gpt2
A sparrow,is alive.,sparrow,bird,1,-13.174583435058594,124440576,gpt2
A bluejay,is alive.,bluejay,bird,1,-12.658592224121094,124440576,gpt2
A bluebird,is alive.,bluebird,bird,1,-12.405776977539062,124440576,gpt2
A canary,is alive.,canary,bird,1,-12.645347595214844,124440576,gpt2
A blackbird,is alive.,blackbird,bird,1,-13.308479309082031,124440576,gpt2
A dove,is alive.,dove,bird,1,-13.25579833984375,124440576,gpt2
A lark,is alive.,lark,bird,1,-14.152328491210938,124440576,gpt2
A swallow,is alive.,swallow,bird,1,-13.980514526367188,124440576,gpt2
A parakeet,is alive.,parakeet,bird,1,-12.899604797363281,124440576,gpt2
An oriole,is alive.,oriole,bird,1,-15.403724670410156,124440576,gpt2
A mockingbird,is alive.,mockingbird,bird,1,-13.587379455566406,124440576,gpt2
A redbird,is alive.,redbird,bird,1,-12.383003234863281,124440576,gpt2
A wren,is alive.,wren,bird,1,-14.111686706542969,124440576,gpt2
A finch,is alive.,finch,bird,1,-14.484893798828125,124440576,gpt2
A starling,is alive.,starling,bird,1,-13.101280212402344,124440576,gpt2
A cardinal,is alive.,cardinal,bird,1,-15.466453552246094,124440576,gpt2
An eagle,is alive.,eagle,bird,1,-13.002815246582031,124440576,gpt2
A hummingbird,is alive.,hummingbird,bird,1,-12.430076599121094,124440576,gpt2
A seagull,is alive.,seagull,bird,1,-13.090660095214844,124440576,gpt2
A woodpecker,is alive.,woodpecker,bird,1,-12.542434692382812,124440576,gpt2
A pigeon,is alive.,pigeon,bird,1,-12.5743408203125,124440576,gpt2
A thrush,is alive.,thrush,bird,1,-14.507904052734375,124440576,gpt2
A falcon,is alive.,falcon,bird,1,-13.668724060058594,124440576,gpt2
A crow,is alive.,crow,bird,1,-13.774055480957031,124440576,gpt2
A hawk,is alive.,hawk,bird,1,-12.788406372070312,124440576,gpt2
A raven,is alive.,raven,bird,1,-12.939559936523438,124440576,gpt2
A goldfinch,is alive.,goldfinch,bird,1,-14.470542907714844,124440576,gpt2
A parrot,is alive.,parrot,bird,1,-13.181373596191406,124440576,gpt2
A sandpiper,is alive.,sandpiper,bird,1,-12.639549255371094,124440576,gpt2
A pheasant,is alive.,pheasant,bird,1,-12.807243347167969,124440576,gpt2
A catbird,is alive.,catbird,bird,1,-12.726203918457031,124440576,gpt2
A crane,is alive.,crane,bird,1,-17.83655548095703,124440576,gpt2
An albatross,is alive.,albatross,bird,1,-13.113563537597656,124440576,gpt2
A condor,is alive.,condor,bird,1,-15.72705078125,124440576,gpt2
A toucan,is alive.,toucan,bird,1,-13.637321472167969,124440576,gpt2
An owl,is alive.,owl,bird,1,-12.2808837890625,124440576,gpt2
A pelican,is alive.,pelican,bird,1,-13.435356140136719,124440576,gpt2
A goose,is alive.,goose,bird,1,-12.158432006835938,124440576,gpt2
A vulture,is alive.,vulture,bird,1,-13.085723876953125,124440576,gpt2
A stork,is alive.,stork,bird,1,-12.212615966796875,124440576,gpt2
A buzzard,is alive.,buzzard,bird,1,-15.290481567382812,124440576,gpt2
A swan,is alive.,swan,bird,1,-13.157184600830078,124440576,gpt2
A flamingo,is alive.,flamingo,bird,1,-12.018730163574219,124440576,gpt2
A duck,is alive.,duck,bird,1,-12.283065795898438,124440576,gpt2
A peacock,is alive.,peacock,bird,1,-12.66766357421875,124440576,gpt2
An egret,is alive.,egret,bird,1,-13.944686889648438,124440576,gpt2
A chicken,is alive.,chicken,bird,1,-12.470191955566406,124440576,gpt2
A turkey,is alive.,turkey,bird,1,-13.460723876953125,124440576,gpt2
An ostrich,is alive.,ostrich,bird,1,-12.7626953125,124440576,gpt2
A titmouse,is alive.,titmouse,bird,1,-13.595512390136719,124440576,gpt2
An emu,is alive.,emu,bird,1,-14.5736083984375,124440576,gpt2
A penguin,is alive.,penguin,bird,1,-11.620445251464844,124440576,gpt2
A bat,is alive.,bat,bird,1,-13.177505493164062,124440576,gpt2
A robin,flies.,robin,bird,2,-15.322509765625,124440576,gpt2
A sparrow,flies.,sparrow,bird,2,-9.956794738769531,124440576,gpt2
A bluejay,flies.,bluejay,bird,2,-13.692924499511719,124440576,gpt2
A bluebird,flies.,bluebird,bird,2,-10.394973754882812,124440576,gpt2
A canary,flies.,canary,bird,2,-13.587581634521484,124440576,gpt2
A blackbird,flies.,blackbird,bird,2,-9.561851501464844,124440576,gpt2
A dove,flies.,dove,bird,2,-11.504859924316406,124440576,gpt2
A lark,flies.,lark,bird,2,-14.562789916992188,124440576,gpt2
A swallow,flies.,swallow,bird,2,-12.887451171875,124440576,gpt2
A parakeet,flies.,parakeet,bird,2,-12.878013610839844,124440576,gpt2
An oriole,flies.,oriole,bird,2,-14.249717712402344,124440576,gpt2
A mockingbird,flies.,mockingbird,bird,2,-11.221275329589844,124440576,gpt2
A redbird,flies.,redbird,bird,2,-10.836334228515625,124440576,gpt2
A wren,flies.,wren,bird,2,-14.985515594482422,124440576,gpt2
A finch,flies.,finch,bird,2,-15.021678924560547,124440576,gpt2
A starling,flies.,starling,bird,2,-12.549560546875,124440576,gpt2
A cardinal,flies.,cardinal,bird,2,-16.481033325195312,124440576,gpt2
An eagle,flies.,eagle,bird,2,-11.835350036621094,124440576,gpt2
A hummingbird,flies.,hummingbird,bird,2,-9.840087890625,124440576,gpt2
A seagull,flies.,seagull,bird,2,-12.197967529296875,124440576,gpt2
A woodpecker,flies.,woodpecker,bird,2,-12.513191223144531,124440576,gpt2
A pigeon,flies.,pigeon,bird,2,-10.358741760253906,124440576,gpt2
A thrush,flies.,thrush,bird,2,-13.770263671875,124440576,gpt2
A falcon,flies.,falcon,bird,2,-11.119369506835938,124440576,gpt2
A crow,flies.,crow,bird,2,-6.4735260009765625,124440576,gpt2
A hawk,flies.,hawk,bird,2,-10.500129699707031,124440576,gpt2
A raven,flies.,raven,bird,2,-10.206336975097656,124440576,gpt2
A goldfinch,flies.,goldfinch,bird,2,-15.184379577636719,124440576,gpt2
A parrot,flies.,parrot,bird,2,-10.16094970703125,124440576,gpt2
A sandpiper,flies.,sandpiper,bird,2,-10.736328125,124440576,gpt2
A pheasant,flies.,pheasant,bird,2,-12.895179748535156,124440576,gpt2
A catbird,flies.,catbird,bird,2,-11.072914123535156,124440576,gpt2
A crane,flies.,crane,bird,2,-12.126518249511719,124440576,gpt2
An albatross,flies.,albatross,bird,2,-11.096542358398438,124440576,gpt2
A condor,flies.,condor,bird,2,-13.92510986328125,124440576,gpt2
A toucan,flies.,toucan,bird,2,-13.417434692382812,124440576,gpt2
An owl,flies.,owl,bird,2,-11.1953125,124440576,gpt2
A pelican,flies.,pelican,bird,2,-15.272842407226562,124440576,gpt2
A goose,flies.,goose,bird,2,-11.929283142089844,124440576,gpt2
A vulture,flies.,vulture,bird,2,-11.121528625488281,124440576,gpt2
A stork,flies.,stork,bird,2,-11.828895568847656,124440576,gpt2
A buzzard,flies.,buzzard,bird,2,-12.630020141601562,124440576,gpt2
A swan,flies.,swan,bird,2,-11.998096466064453,124440576,gpt2
A flamingo,flies.,flamingo,bird,2,-11.775299072265625,124440576,gpt2
A duck,flies.,duck,bird,2,-13.050567626953125,124440576,gpt2
A peacock,flies.,peacock,bird,2,-11.766464233398438,124440576,gpt2
An egret,flies.,egret,bird,2,-14.213752746582031,124440576,gpt2
A chicken,flies.,chicken,bird,2,-13.355049133300781,124440576,gpt2
A turkey,flies.,turkey,bird,2,-13.566207885742188,124440576,gpt2
An ostrich,flies.,ostrich,bird,2,-13.83465576171875,124440576,gpt2
A titmouse,flies.,titmouse,bird,2,-12.732421875,124440576,gpt2
An emu,flies.,emu,bird,2,-14.063804626464844,124440576,gpt2
A penguin,flies.,penguin,bird,2,-13.821380615234375,124440576,gpt2
A bat,flies.,bat,bird,2,-11.717987060546875,124440576,gpt2
A robin,has feathers.,robin,bird,3,-18.411170959472656,124440576,gpt2
A sparrow,has feathers.,sparrow,bird,3,-13.721214294433594,124440576,gpt2
A bluejay,has feathers.,bluejay,bird,3,-16.310508728027344,124440576,gpt2
A bluebird,has feathers.,bluebird,bird,3,-14.019805908203125,124440576,gpt2
A canary,has feathers.,canary,bird,3,-17.983116149902344,124440576,gpt2
A blackbird,has feathers.,blackbird,bird,3,-13.7679443359375,124440576,gpt2
A dove,has feathers.,dove,bird,3,-14.192604064941406,124440576,gpt2
A lark,has feathers.,lark,bird,3,-17.696731567382812,124440576,gpt2
A swallow,has feathers.,swallow,bird,3,-17.24201202392578,124440576,gpt2
A parakeet,has feathers.,parakeet,bird,3,-16.322906494140625,124440576,gpt2
An oriole,has feathers.,oriole,bird,3,-16.741188049316406,124440576,gpt2
A mockingbird,has feathers.,mockingbird,bird,3,-15.10064697265625,124440576,gpt2
A redbird,has feathers.,redbird,bird,3,-14.908065795898438,124440576,gpt2
A wren,has feathers.,wren,bird,3,-16.124637603759766,124440576,gpt2
A finch,has feathers.,finch,bird,3,-16.842575073242188,124440576,gpt2
A starling,has feathers.,starling,bird,3,-14.411445617675781,124440576,gpt2
A cardinal,has feathers.,cardinal,bird,3,-20.419036865234375,124440576,gpt2
An eagle,has feathers.,eagle,bird,3,-14.001419067382812,124440576,gpt2
A hummingbird,has feathers.,hummingbird,bird,3,-14.712882995605469,124440576,gpt2
A seagull,has feathers.,seagull,bird,3,-16.666671752929688,124440576,gpt2
A woodpecker,has feathers.,woodpecker,bird,3,-16.228256225585938,124440576,gpt2
A pigeon,has feathers.,pigeon,bird,3,-14.270317077636719,124440576,gpt2
