preamble,stimulus,item,category,feature,score,params,model
A robin,is alive.,robin,bird,1,-12.701874732971191,17845424,albert-large-v1
A sparrow,is alive.,sparrow,bird,1,-12.580138206481934,17845424,albert-large-v1
A bluejay,is alive.,bluejay,bird,1,-14.173171997070312,17845424,albert-large-v1
A bluebird,is alive.,bluebird,bird,1,-12.160032272338867,17845424,albert-large-v1
A canary,is alive.,canary,bird,1,-13.354024887084961,17845424,albert-large-v1
A blackbird,is alive.,blackbird,bird,1,-12.232638359069824,17845424,albert-large-v1
A dove,is alive.,dove,bird,1,-11.919146537780762,17845424,albert-large-v1
A lark,is alive.,lark,bird,1,-12.349419593811035,17845424,albert-large-v1
A swallow,is alive.,swallow,bird,1,-12.771563053131104,17845424,albert-large-v1
A parakeet,is alive.,parakeet,bird,1,-13.085460662841797,17845424,albert-large-v1
An oriole,is alive.,oriole,bird,1,-13.076845169067383,17845424,albert-large-v1
A mockingbird,is alive.,mockingbird,bird,1,-13.11387825012207,17845424,albert-large-v1
A redbird,is alive.,redbird,bird,1,-12.149889945983887,17845424,albert-large-v1
A wren,is alive.,wren,bird,1,-12.501190185546875,17845424,albert-large-v1
A finch,is alive.,finch,bird,1,-12.310221672058105,17845424,albert-large-v1
A starling,is alive.,starling,bird,1,-16.21119499206543,17845424,albert-large-v1
A cardinal,is alive.,cardinal,bird,1,-13.231284141540527,17845424,albert-large-v1
An eagle,is alive.,eagle,bird,1,-11.901171684265137,17845424,albert-large-v1
A hummingbird,is alive.,hummingbird,bird,1,-10.77184534072876,17845424,albert-large-v1
A seagull,is alive.,seagull,bird,1,-13.086104393005371,17845424,albert-large-v1
A woodpecker,is alive.,woodpecker,bird,1,-12.110698699951172,17845424,albert-large-v1
A pigeon,is alive.,pigeon,bird,1,-11.684113025665283,17845424,albert-large-v1
A thrush,is alive.,thrush,bird,1,-11.61142873764038,17845424,albert-large-v1
A falcon,is alive.,falcon,bird,1,-11.285858154296875,17845424,albert-large-v1
A crow,is alive.,crow,bird,1,-10.299949645996094,17845424,albert-large-v1
A hawk,is alive.,hawk,bird,1,-12.223444938659668,17845424,albert-large-v1
A raven,is alive.,raven,bird,1,-9.749532699584961,17845424,albert-large-v1
A goldfinch,is alive.,goldfinch,bird,1,-14.807233333587646,17845424,albert-large-v1
A parrot,is alive.,parrot,bird,1,-12.0028715133667,17845424,albert-large-v1
A sandpiper,is alive.,sandpiper,bird,1,-11.696174621582031,17845424,albert-large-v1
A pheasant,is alive.,pheasant,bird,1,-11.695854663848877,17845424,albert-large-v1
A catbird,is alive.,catbird,bird,1,-12.439387321472168,17845424,albert-large-v1
A crane,is alive.,crane,bird,1,-13.938325881958008,17845424,albert-large-v1
An albatross,is alive.,albatross,bird,1,-12.542109966278076,17845424,albert-large-v1
A condor,is alive.,condor,bird,1,-11.80478286743164,17845424,albert-large-v1
A toucan,is alive.,toucan,bird,1,-12.118752479553223,17845424,albert-large-v1
An owl,is alive.,owl,bird,1,-12.538224220275879,17845424,albert-large-v1
A pelican,is alive.,pelican,bird,1,-12.053606510162354,17845424,albert-large-v1
A goose,is alive.,goose,bird,1,-12.88488483428955,17845424,albert-large-v1
A vulture,is alive.,vulture,bird,1,-12.165895462036133,17845424,albert-large-v1
A stork,is alive.,stork,bird,1,-11.69960880279541,17845424,albert-large-v1
A buzzard,is alive.,buzzard,bird,1,-14.060310363769531,17845424,albert-large-v1
A swan,is alive.,swan,bird,1,-11.236646175384521,17845424,albert-large-v1
A flamingo,is alive.,flamingo,bird,1,-12.635765552520752,17845424,albert-large-v1
A duck,is alive.,duck,bird,1,-12.898552894592285,17845424,albert-large-v1
A peacock,is alive.,peacock,bird,1,-12.840096473693848,17845424,albert-large-v1
An egret,is alive.,egret,bird,1,-11.40595817565918,17845424,albert-large-v1
A chicken,is alive.,chicken,bird,1,-12.671027660369873,17845424,albert-large-v1
A turkey,is alive.,turkey,bird,1,-11.648183345794678,17845424,albert-large-v1
An ostrich,is alive.,ostrich,bird,1,-12.660367965698242,17845424,albert-large-v1
A titmouse,is alive.,titmouse,bird,1,-14.702136039733887,17845424,albert-large-v1
An emu,is alive.,emu,bird,1,-13.435595512390137,17845424,albert-large-v1
A penguin,is alive.,penguin,bird,1,-12.072427749633789,17845424,albert-large-v1
A bat,is alive.,bat,bird,1,-11.341331005096436,17845424,albert-large-v1
A robin,flies.,robin,bird,2,-11.078107833862305,17845424,albert-large-v1
A sparrow,flies.,sparrow,bird,2,-6.718490123748779,17845424,albert-large-v1
A bluejay,flies.,bluejay,bird,2,-13.174118041992188,17845424,albert-large-v1
A bluebird,flies.,bluebird,bird,2,-7.2615766525268555,17845424,albert-large-v1
A canary,flies.,canary,bird,2,-8.041114330291748,17845424,albert-large-v1
A blackbird,flies.,blackbird,bird,2,-7.449411869049072,17845424,albert-large-v1
A dove,flies.,dove,bird,2,-8.012932300567627,17845424,albert-large-v1
A lark,flies.,lark,bird,2,-8.269097328186035,17845424,albert-large-v1
A swallow,flies.,swallow,bird,2,-10.316818237304688,17845424,albert-large-v1
A parakeet,flies.,parakeet,bird,2,-7.937999725341797,17845424,albert-large-v1
An oriole,flies.,oriole,bird,2,-9.889025688171387,17845424,albert-large-v1
A mockingbird,flies.,mockingbird,bird,2,-9.024643898010254,17845424,albert-large-v1
